,user_id,rollout_group,assign_date,group,age,age_cohort,income,income_cohort,net_worth,networth_cohort,retirement_balance,balance_cohort,current_pct,employer_cap,last_login,acct_tenure,time_online_frac,conv_rate,converted,conversion_date,delta_pct,new_pct,user_delta_aum,employer_delta_aum,total_delta_aum,revenue,roi
10,582296,1,2025-09-03,A,63.61188505395836,41-65,262384.8092434264,50-75%,2165526.5755791385,50-75%,116360.40497692765,0-25%,7.5,7.25,17.2,8.110154736911618,0.163,0.005132811220706607,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4083694984646877
11,384221,1,2025-09-03,A,90.47906278010193,>65,86503.29759710387,0-25%,1711187.2774102218,50-75%,811614.9018620665,50-75%,3.25,3.0,12.4,0.3771596034068483,0.098,0.0006492512459737977,0,,0.0,3.25,0.0,0.0,0.0,0.0,-1.4083694984646877
12,626013,1,2025-09-03,A,65.36715933011847,41-65,237947.3048072682,50-75%,4528655.500788692,50-75%,928222.4687254092,50-75%,7.75,6.25,62.8,8.339544116425914,0.138,0.0025879062554535317,0,,0.0,7.75,0.0,0.0,0.0,0.0,-1.4083694984646877
13,213926,1,2025-09-03,A,45.663652433949736,41-65,101246.61801433803,25-50%,206833.79634096863,0-25%,28981.05375687332,0-25%,6.5,9.0,59.7,3.4911309252996525,0.221,0.02305686627701558,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4083694984646877
14,267852,1,2025-09-03,A,51.9239221359609,41-65,245638.75242625317,50-75%,6427343.527905047,>75%,1464420.112203943,50-75%,11.75,5.5,14.8,0.7158079399489634,0.191,0.00625067328652878,0,,0.0,11.75,0.0,0.0,0.0,0.0,-1.4083694984646877
15,654144,1,2025-09-03,A,46.13654785146539,41-65,48268.62903402864,0-25%,522039.87873482745,25-50%,158497.4882384292,25-50%,11.0,3.0,19.0,2.864818898190601,0.285,0.006272327803640936,0,,0.0,11.0,0.0,0.0,0.0,0.0,-1.4083694984646877
16,963672,1,2025-09-03,A,71.70320479390695,>65,311464.4108887942,50-75%,5327116.918254101,50-75%,2559360.1434140825,>75%,3.75,6.5,41.1,2.210592083170171,0.145,0.004120233939819195,0,,0.0,3.75,0.0,0.0,0.0,0.0,-1.4083694984646877
17,913922,1,2025-09-03,A,70.33520556427274,>65,164918.6145011781,25-50%,3854245.233268442,50-75%,397755.4096115251,25-50%,4.25,7.25,87.2,2.1106977293078244,0.166,0.00458925108925615,0,,0.0,4.25,0.0,0.0,0.0,0.0,-1.4083694984646877
18,938264,1,2025-09-03,A,73.80717652911515,>65,3033748.527592486,>75%,70589145.12337516,>75%,9514046.652446644,>75%,11.5,8.0,3.9,0.7912970277095535,0.159,0.004222758121019357,0,,0.0,11.5,0.0,0.0,0.0,0.0,-1.4083694984646877
19,719249,1,2025-09-03,A,65.16266762212298,41-65,182495.03771678597,25-50%,23655128.966520816,>75%,1764694.1546412443,>75%,5.75,7.5,47.4,9.442155091360512,0.115,0.004046901534292848,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4083694984646877
20,709891,1,2025-09-03,A,61.867440606972295,41-65,411962.3597686426,50-75%,11385581.400129316,>75%,4919042.152312675,>75%,10.25,3.75,53.7,0.7242828438622797,0.125,0.003365092109111512,0,,0.0,10.25,0.0,0.0,0.0,0.0,-1.4083694984646877
21,223009,1,2025-09-03,A,59.827900494598616,41-65,120233.05956870625,25-50%,861033.9049168548,25-50%,116177.36210088688,0-25%,6.5,12.25,63.6,0.1893591745126831,0.207,0.009770523988452651,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4083694984646877
22,690909,1,2025-09-03,A,46.05103961161869,41-65,92922.25964093624,0-25%,436767.1318864534,25-50%,29787.434684426185,0-25%,7.5,12.0,5.8,1.943856048203228,0.198,0.025052145734078327,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4083694984646877
23,653129,1,2025-09-03,A,59.3616353999476,41-65,577412.6857067202,>75%,42731953.79737947,>75%,1654995.515709784,50-75%,9.0,11.0,59.2,3.144533774748444,0.176,0.010406663642264577,0,,0.0,9.0,0.0,0.0,0.0,0.0,-1.4083694984646877
24,853126,1,2025-09-03,A,57.34119216207521,41-65,39455.296924726856,0-25%,465844.147066965,25-50%,764218.1631739307,50-75%,5.0,6.0,17.0,12.359680688680234,0.223,0.0036416774753069902,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4083694984646877
25,130053,1,2025-09-03,A,33.73306505922083,18-40,9898435.583136024,>75%,18899456.87889761,>75%,5737920.407341426,>75%,12.5,4.25,7.2,1.2217674262946494,0.236,0.056381262006560955,0,,0.0,12.5,0.0,0.0,0.0,0.0,-1.4083694984646877
26,799405,1,2025-09-03,A,42.26150340485046,41-65,45613.78493056724,0-25%,52079.4704119457,0-25%,31278.29889018601,0-25%,3.25,8.75,70.8,4.229860806782518,0.225,0.018287716455714222,0,,0.0,3.25,0.0,0.0,0.0,0.0,-1.4083694984646877
27,345431,1,2025-09-03,A,47.4343134677821,41-65,127745.114585142,25-50%,380400.3119843512,25-50%,143201.3710389422,25-50%,8.25,2.25,6.0,6.550508232737294,0.232,0.008600165201318772,0,,0.0,8.25,0.0,0.0,0.0,0.0,-1.4083694984646877
28,171657,1,2025-09-03,A,54.47556958354215,41-65,63380.18909050748,0-25%,376308.5000735881,25-50%,275435.1802444283,25-50%,5.0,1.75,32.3,5.251150436332267,0.181,0.0037690930447748816,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4083694984646877
29,593638,1,2025-09-03,A,53.04337381064096,41-65,76365.12438022283,0-25%,209127.6156091587,0-25%,32517.363186975537,0-25%,4.5,4.25,28.0,1.0516869439895202,0.187,0.00786791136623824,0,,0.0,4.5,0.0,0.0,0.0,0.0,-1.4083694984646877
30,222072,1,2025-09-03,A,47.83544671809999,41-65,6268624.086959989,>75%,18003709.219679516,>75%,8039953.912892618,>75%,17.0,4.0,41.6,6.850832279586625,0.171,0.017634452622512044,0,,0.0,17.0,0.0,0.0,0.0,0.0,-1.4083694984646877
31,690277,1,2025-09-03,A,38.08228865624113,18-40,117299.5615565571,25-50%,257080.4119739826,0-25%,60791.04146295485,0-25%,8.0,2.5,31.5,9.987597807051271,0.269,0.013910648784108453,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
32,693294,1,2025-09-03,A,42.51752295485039,41-65,343575.7699357852,50-75%,4205384.116357003,50-75%,1170341.3393922104,50-75%,8.5,8.5,46.8,7.584197349857124,0.253,0.009623163656455139,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4083694984646877
33,474302,1,2025-09-03,A,62.4956864720553,41-65,4794509.681360906,>75%,22785155.68749207,>75%,2045917.237581523,>75%,8.0,10.25,46.4,2.085959036786971,0.129,0.02240621317783856,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
34,923769,1,2025-09-03,A,43.34634127575007,41-65,233269.61371747285,50-75%,448747.2195327525,25-50%,211234.610939262,25-50%,8.0,8.0,2.4,2.8433921435103597,0.248,0.013934328363707112,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
35,513384,1,2025-09-03,A,56.01814946974904,41-65,65112.87913675903,0-25%,112142.4044726444,0-25%,12935.179693867309,0-25%,9.75,14.0,3.5,14.312325635564102,0.209,0.011562736598472746,0,,0.0,9.75,0.0,0.0,0.0,0.0,-1.4083694984646877
36,348715,1,2025-09-03,A,74.3373144639988,>65,480906.0386873392,50-75%,55098452.45744287,>75%,1405459.485319118,50-75%,9.5,7.25,39.9,3.756919321432478,0.161,0.0024046225149519755,0,,0.0,9.5,0.0,0.0,0.0,0.0,-1.4083694984646877
37,695011,1,2025-09-03,A,51.04896092693685,41-65,45142.22823231558,0-25%,25497.694729352712,0-25%,6957.671178330277,0-25%,6.25,1.5,4.2,13.156477021316968,0.23,0.00749112697996216,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4083694984646877
38,380338,1,2025-09-03,A,64.26337195326948,41-65,1752091.1593203635,>75%,26049240.204771,>75%,7383884.544937228,>75%,8.0,13.75,38.9,3.4529619893631374,0.192,0.009849172474291118,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
39,998323,1,2025-09-03,A,56.39603114571924,41-65,197010.43612289228,50-75%,735200.4555284528,25-50%,1140888.7624622092,50-75%,9.75,9.75,5.6,6.322836791152828,0.175,0.0042310328858688245,0,,0.0,9.75,0.0,0.0,0.0,0.0,-1.4083694984646877
40,749022,1,2025-09-03,A,77.56013121099144,>65,47291.19189833748,0-25%,222129.7356361512,0-25%,39929.939964310586,0-25%,10.75,7.0,13.4,2.2316246213990114,0.118,0.0017679872308090903,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4083694984646877
41,561057,1,2025-09-03,A,51.244782846406416,41-65,436151.8453424727,50-75%,1333380.341809804,50-75%,207229.34534148293,25-50%,11.75,8.0,1.1,4.996576441028027,0.209,0.011751978669584478,0,,0.0,11.75,0.0,0.0,0.0,0.0,-1.4083694984646877
42,852739,1,2025-09-03,A,43.12146083991352,41-65,40085.838474784665,0-25%,298434.7657841703,0-25%,54560.12331380156,0-25%,10.75,11.5,78.9,1.734411450815317,0.227,0.015380132779088196,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4083694984646877
43,103319,1,2025-09-03,A,70.77264460189063,>65,176610.71693940958,25-50%,4250656.110115787,50-75%,807191.1451341682,50-75%,5.75,9.75,16.2,0.2902957283850251,0.146,0.004786477467131758,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4083694984646877
44,576509,1,2025-09-03,A,81.04050947114985,>65,7896620.927458049,>75%,15297553.457944104,>75%,3850386.09143517,>75%,4.25,5.25,52.3,1.1857586908928806,0.109,0.009714638796865212,0,,0.0,4.25,0.0,0.0,0.0,0.0,-1.4083694984646877
45,184765,1,2025-09-03,A,66.25076180053988,>65,2902419.00291147,>75%,17654210.87994814,>75%,655638.3248727665,50-75%,5.5,5.0,9.6,6.039889039061205,0.171,0.009421510924086421,0,,0.0,5.5,0.0,0.0,0.0,0.0,-1.4083694984646877
46,998699,1,2025-09-03,A,63.67080902583689,41-65,2042421.1164152904,>75%,19381735.801572666,>75%,3676319.708785054,>75%,5.75,7.75,41.5,3.4761581277064737,0.158,0.012551461998229235,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4083694984646877
47,429071,1,2025-09-03,A,60.26675189185473,41-65,50846.82834611067,0-25%,340218.0218671428,0-25%,19385.85312204411,0-25%,8.0,10.75,91.6,2.241133234032074,0.191,0.008711965006363084,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
48,208468,1,2025-09-03,A,43.3829974245387,41-65,171767.4853164378,25-50%,2017164.7801500724,50-75%,1119312.113067835,50-75%,9.25,3.5,6.7,5.543469207914154,0.227,0.007843831398085383,0,,0.0,9.25,0.0,0.0,0.0,0.0,-1.4083694984646877
49,457649,1,2025-09-03,A,35.04502422863552,18-40,106546.9263575924,25-50%,1034544.186818294,25-50%,8156.457648472957,0-25%,7.25,5.75,65.0,7.14382560215777,0.253,0.024052037061549552,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4083694984646877
50,846353,1,2025-09-03,A,57.80973361566803,41-65,931714.761878146,>75%,34919091.53225567,>75%,10177605.967056524,>75%,6.0,6.25,37.6,4.907637206345533,0.182,0.009319693974250956,0,,0.0,6.0,0.0,0.0,0.0,0.0,-1.4083694984646877
51,340485,1,2025-09-03,A,36.282231818522696,18-40,349579.0590508608,50-75%,1298700.099659659,50-75%,72232.01760657148,0-25%,14.75,9.0,1.2,2.834588188386059,0.249,0.029760105109734074,0,,0.0,14.75,0.0,0.0,0.0,0.0,-1.4083694984646877
52,780468,1,2025-09-03,A,57.00949723157108,41-65,440301.9479441678,50-75%,414392.3177615942,25-50%,164896.28823210302,25-50%,1.5,4.25,8.8,0.6948710003454064,0.159,0.020172167665669857,0,,0.0,1.5,0.0,0.0,0.0,0.0,-1.4083694984646877
53,918682,1,2025-09-03,A,32.327851931543954,18-40,34462.826362853484,0-25%,77535.74034561726,0-25%,24327.754437831278,0-25%,6.25,7.75,14.9,7.452329083971116,0.252,0.02885991048419673,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4083694984646877
54,145870,1,2025-09-03,A,65.75521772859521,41-65,134401.21844389927,25-50%,14029769.29620852,>75%,134691.72897207766,25-50%,3.5,11.0,31.4,10.39152788930357,0.148,0.006085397786849188,0,,0.0,3.5,0.0,0.0,0.0,0.0,-1.4083694984646877
55,484735,1,2025-09-03,A,59.06166928096759,41-65,623708.2096257581,>75%,13362762.374442743,>75%,1791699.3832520635,>75%,4.0,6.0,26.9,1.6072596018044454,0.181,0.011906193956310806,0,,0.0,4.0,0.0,0.0,0.0,0.0,-1.4083694984646877
56,835499,1,2025-09-03,A,68.27459407467823,>65,137266.66127504443,25-50%,481458.3718686656,25-50%,1234313.1550522556,50-75%,8.0,4.5,24.2,0.43963473481288,0.159,0.0021758930488433156,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
57,787856,1,2025-09-03,A,51.475910428898,41-65,176111.66364627998,25-50%,2739886.035853791,50-75%,1833356.4130833747,>75%,5.75,11.0,18.8,4.804958969240363,0.188,0.009371899914194327,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4083694984646877
58,516282,1,2025-09-03,A,57.80506643131832,41-65,72888.0298789608,0-25%,889239.28435584,25-50%,167902.3360013203,25-50%,5.75,6.75,47.0,0.7398031052651018,0.156,0.00818088710697326,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4083694984646877
59,318434,1,2025-09-03,A,62.808329748298014,41-65,113610.7654391434,25-50%,466648.5965232936,25-50%,49861.43824651741,0-25%,9.25,13.0,21.3,1.1786227897673118,0.188,0.010480647360576188,0,,0.0,9.25,0.0,0.0,0.0,0.0,-1.4083694984646877
60,434184,1,2025-09-03,A,53.6126908887754,41-65,164259.9771828217,25-50%,847390.3337588852,25-50%,517833.1596013016,50-75%,7.0,12.0,0.9,2.003693740958881,0.182,0.011961487537303197,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4083694984646877
61,102696,1,2025-09-03,A,46.75716815732815,41-65,111389.47167922028,25-50%,1549141.6765988595,50-75%,342082.663058477,25-50%,5.25,4.5,23.7,5.1093053821550685,0.202,0.0069339245374552315,0,,0.0,5.25,0.0,0.0,0.0,0.0,-1.4083694984646877
62,754132,1,2025-09-03,A,72.6360830508786,>65,88734.75844808905,0-25%,647875.0156939445,25-50%,289609.46557190106,25-50%,6.5,11.75,3.4,8.63494445515437,0.132,0.003353082656206318,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4083694984646877
63,315430,1,2025-09-03,A,59.793581259197765,41-65,73533.0160186879,0-25%,348348.27467825287,0-25%,1683682.4214501458,50-75%,4.75,13.75,120.3,24.43690774410324,0.169,0.002126304260974609,0,,0.0,4.75,0.0,0.0,0.0,0.0,-1.4083694984646877
64,212378,1,2025-09-03,A,20.89358555377012,18-40,100399.02054554837,25-50%,36761.60649211068,0-25%,89689.9741688708,0-25%,4.25,6.5,5.3,8.619774051749756,0.347,0.05935286884178249,0,,0.0,4.25,0.0,0.0,0.0,0.0,-1.4083694984646877
65,574921,1,2025-09-03,A,36.613181246791,18-40,121273.70618796264,25-50%,2507774.172932818,50-75%,126054.47466568876,25-50%,10.0,5.5,28.8,5.658883145123216,0.222,0.014524073232543731,0,,0.0,10.0,0.0,0.0,0.0,0.0,-1.4083694984646877
66,675355,1,2025-09-03,A,62.82954481721041,41-65,61290.18391176626,0-25%,11313.65342403902,0-25%,20515.84577386367,0-25%,14.0,1.0,53.3,4.099326815670776,0.185,0.004248110525942144,0,,0.0,14.0,0.0,0.0,0.0,0.0,-1.4083694984646877
67,242740,1,2025-09-03,A,65.9575425224364,41-65,78339.33546223854,0-25%,1104688.7408872296,25-50%,121537.51574931185,25-50%,10.75,3.75,0.3,0.372340302084971,0.17,0.003344082917034217,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4083694984646877
68,224993,1,2025-09-03,A,47.1985927576724,41-65,69578.88182925955,0-25%,60261.41010184246,0-25%,146194.77796949676,25-50%,3.25,7.75,16.7,1.668867750816024,0.192,0.014596702247727838,0,,0.0,3.25,0.0,0.0,0.0,0.0,-1.4083694984646877
69,241045,1,2025-09-03,A,65.98851880580695,41-65,194465.38835706675,50-75%,7547155.181874887,>75%,1840061.20196562,>75%,2.0,5.5,5.5,4.593277511420043,0.166,0.004864013346334337,0,,0.0,2.0,0.0,0.0,0.0,0.0,-1.4083694984646877
70,545798,1,2025-09-03,A,58.68004673250167,41-65,81899.18688532816,0-25%,596726.1048507538,25-50%,72936.32020512814,0-25%,6.25,10.25,3.9,12.10728933808156,0.176,0.008098587003539548,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4083694984646877
71,572455,1,2025-09-03,A,62.415746920976375,41-65,55101.51598578284,0-25%,91032.81866096886,0-25%,95092.450461385,0-25%,11.5,7.0,19.8,18.89735936364303,0.139,0.002177076069715194,0,,0.0,11.5,0.0,0.0,0.0,0.0,-1.4083694984646877
72,754738,1,2025-09-03,A,48.54702447294888,41-65,199025.17129795195,50-75%,705963.8446190268,25-50%,303348.96424642426,25-50%,6.25,2.0,18.0,2.38135598833602,0.214,0.009081111745492176,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4083694984646877
73,232842,1,2025-09-03,A,58.092970826033806,41-65,2925668.406752333,>75%,98334552.91690657,>75%,3709588.979528731,>75%,9.25,7.75,6.9,3.059657996811301,0.144,0.010573325784608657,0,,0.0,9.25,0.0,0.0,0.0,0.0,-1.4083694984646877
74,498296,1,2025-09-03,A,56.80602652266633,41-65,225362.15534720928,50-75%,442866.1898733796,25-50%,266174.80855657795,25-50%,6.5,11.0,94.5,5.414017060517489,0.203,0.01028887320816655,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4083694984646877
75,317103,1,2025-09-03,A,50.90536483713817,41-65,681276.6802059143,>75%,59742799.16758714,>75%,1570007.4178854746,50-75%,10.0,15.75,22.6,7.157279663033363,0.183,0.016801986804455986,0,,0.0,10.0,0.0,0.0,0.0,0.0,-1.4083694984646877
76,988170,1,2025-09-03,A,59.02721303249546,41-65,70583.52250849632,0-25%,118322.50904527008,0-25%,160592.6080188034,25-50%,11.0,10.5,44.2,1.5238607203433483,0.198,0.0037908388590671763,0,,0.0,11.0,0.0,0.0,0.0,0.0,-1.4083694984646877
77,383795,1,2025-09-03,A,22.35560391823796,18-40,197380.03488001524,50-75%,1876681.6550024992,50-75%,219024.288991278,25-50%,6.5,3.5,5.3,5.029339548516755,0.279,0.03428161867284136,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4083694984646877
78,956694,1,2025-09-03,A,58.90946602651233,41-65,742323.4199551152,>75%,16271595.572208067,>75%,541419.1551340851,50-75%,6.0,3.0,7.3,13.546950922169632,0.197,0.006516215415559708,0,,0.0,6.0,0.0,0.0,0.0,0.0,-1.4083694984646877
79,675692,1,2025-09-03,A,65.76143720936227,41-65,198654.1257461307,50-75%,2376684.823901389,50-75%,5526515.148936061,>75%,9.75,5.75,39.2,13.83251466838646,0.172,0.0014455582528392946,0,,0.0,9.75,0.0,0.0,0.0,0.0,-1.4083694984646877
80,507415,1,2025-09-03,A,76.88227290295244,>65,74526.82257433589,0-25%,1686575.0150504615,50-75%,2176651.6227085576,>75%,1.5,7.75,15.0,0.8137900594584226,0.134,0.001915528683524279,0,,0.0,1.5,0.0,0.0,0.0,0.0,-1.4083694984646877
81,720315,1,2025-09-03,A,46.43704679850885,41-65,659725.366123614,>75%,1249239.2551779617,50-75%,802866.5910037518,50-75%,11.75,8.75,16.3,0.904722905247574,0.213,0.014325413335187739,0,,0.0,11.75,0.0,0.0,0.0,0.0,-1.4083694984646877
82,453112,1,2025-09-03,A,84.34585502070411,>65,122913.1297186505,25-50%,514614.2596864559,25-50%,624599.8091508014,50-75%,7.0,7.25,26.7,5.815949461370829,0.125,0.001852151996563333,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4083694984646877
83,785327,1,2025-09-03,A,60.791842898620295,41-65,53763.78005794508,0-25%,97465.80578161724,0-25%,32095.966281637528,0-25%,9.0,5.5,1.5,8.819041109900255,0.164,0.003971925393964467,0,,0.0,9.0,0.0,0.0,0.0,0.0,-1.4083694984646877
84,377092,1,2025-09-03,A,64.93471548888522,41-65,154144.24778212397,25-50%,1327522.4107211286,50-75%,199309.51135299655,25-50%,10.75,4.0,102.9,4.480332117089477,0.186,0.0031150384570199975,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4083694984646877
85,258839,1,2025-09-03,A,77.9277203623069,>65,404486.1730719642,50-75%,76683448.72110523,>75%,2770665.218912048,>75%,11.25,11.25,21.8,16.35464119810206,0.149,0.0012074044254912414,0,,0.0,11.25,0.0,0.0,0.0,0.0,-1.4083694984646877
86,406507,1,2025-09-03,A,58.36209741746512,41-65,35607.81237389307,0-25%,226992.8550100373,0-25%,106674.7960444626,0-25%,7.25,13.75,8.4,4.678720507027995,0.155,0.006286403457682753,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4083694984646877
87,815019,1,2025-09-03,A,74.32420445658451,>65,120375.76596879934,25-50%,3907624.022510092,50-75%,1247921.8851228163,50-75%,6.25,15.75,6.8,11.284725617508917,0.113,0.0023726037065492094,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4083694984646877
88,298215,1,2025-09-03,A,65.0243763981424,41-65,11301037.50428056,>75%,193056750.9954003,>75%,9489362.817728285,>75%,8.5,10.0,34.7,4.521694489374602,0.169,0.019797741436857873,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4083694984646877
89,888808,1,2025-09-03,A,57.26822027096409,41-65,94105.01340496496,0-25%,2295604.4870383786,50-75%,347020.5497324538,25-50%,12.75,9.75,14.6,1.4748263584168109,0.184,0.004218914279208861,0,,0.0,12.75,0.0,0.0,0.0,0.0,-1.4083694984646877
90,377111,1,2025-09-03,A,43.6559885857284,41-65,99282.24625129258,25-50%,87181.03017145653,0-25%,419932.9092824074,25-50%,8.0,11.0,20.2,0.1985880402552651,0.244,0.016654345742374857,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4083694984646877
91,960140,1,2025-09-03,A,59.98996295631538,41-65,56017.7664520899,0-25%,58998.428602707936,0-25%,164870.5374849864,25-50%,6.0,3.25,14.5,0.2930165852091017,0.175,0.003553369986398083,0,,0.0,6.0,0.0,0.0,0.0,0.0,-1.4083694984646877
92,633968,1,2025-09-03,A,44.29815072048705,41-65,48384.1188444966,0-25%,33101.09542808586,0-25%,5456.304289049257,0-25%,7.0,8.25,88.4,4.081573160603011,0.236,0.023941712523377286,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4083694984646877
93,915230,1,2025-09-03,A,28.15837605607809,18-40,39927.8761049911,0-25%,140122.58889362923,0-25%,13436.971255138496,0-25%,9.5,13.25,3.2,2.397046755213239,0.261,0.04938819363576069,0,,0.0,9.5,0.0,0.0,0.0,0.0,-1.4083694984646877
94,329843,1,2025-09-03,A,73.52821223045865,>65,226741.59659434904,50-75%,5862123.691478961,>75%,547544.4693003523,50-75%,7.25,10.5,9.4,3.1233731487227785,0.18,0.0047758048656502215,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4083694984646877
95,845562,1,2025-09-03,A,41.37554026519901,41-65,169136.85016488747,25-50%,535170.6963752687,25-50%,153603.92994021447,25-50%,10.75,14.5,98.8,4.664354599109416,0.198,0.022328284148034717,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4083694984646877
96,249218,1,2025-09-03,A,29.981109222715933,18-40,503041.7485519707,50-75%,7531440.969431255,>75%,1370411.1917981035,50-75%,8.75,11.0,36.8,4.271290725757129,0.242,0.04444551940270553,0,,0.0,8.75,0.0,0.0,0.0,0.0,-1.4083694984646877
97,811452,1,2025-09-03,A,58.51128317080654,41-65,1108165.3579688957,>75%,834483.6013126445,25-50%,499873.40128714096,50-75%,7.0,5.25,2.8,3.146964132200307,0.195,0.010559697686335474,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4083694984646877
98,508308,1,2025-09-03,A,93.62534025894664,>65,78765.03486632172,0-25%,3321995.1193662803,50-75%,552951.0507376584,50-75%,7.0,10.75,33.1,11.870760164785192,0.089,0.000828236138204715,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4083694984646877
99,411434,1,2025-09-03,A,35.293187472673125,18-40,55068.72372816712,0-25%,38313.0212858569,0-25%,39783.55248677867,0-25%,12.25,15.25,54.5,2.949400473705088,0.282,0.028348977835696145,0,,0.0,12.25,0.0,0.0,0.0,0.0,-1.4083694984646877
