,user_id,rollout_group,assign_date,group,age,age_cohort,income,income_cohort,net_worth,networth_cohort,retirement_balance,balance_cohort,current_pct,employer_cap,last_login,acct_tenure,time_online_frac,conv_rate,converted,conversion_date,delta_pct,new_pct,user_delta_aum,employer_delta_aum,total_delta_aum,revenue,roi_exper,roi
10,700441,1,2025-09-03,A,41.80906279109861,41-65,1480433.0447465878,>75%,4545492.928782132,50-75%,7604923.924777674,>75%,8.25,11.25,56.3,3.115312090599473,0.232,0.02691970900397249,0,,0.0,8.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
11,896871,1,2025-09-03,A,48.828109800129134,41-65,93711.78016464323,0-25%,582543.0996694092,25-50%,45885.44310492723,0-25%,6.25,10.25,70.8,5.8339862655893695,0.197,0.015800955559427322,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
12,513080,1,2025-09-03,A,50.93892975834094,41-65,188424.79362826355,50-75%,6023829.251963227,>75%,3201027.324899032,>75%,7.5,7.75,3.3,2.785649194587637,0.205,0.009456315359318464,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
13,868352,1,2025-09-03,A,73.94964531582139,>65,319163.47470431816,50-75%,3664512.867294541,50-75%,1318180.400054033,50-75%,7.75,12.25,41.0,3.8493054874919816,0.145,0.0040947849264494586,0,,0.0,7.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
14,145784,1,2025-09-03,A,39.97899151916429,18-40,1587652.7380816254,>75%,1448257.453241294,50-75%,8880.492965760543,0-25%,14.5,8.0,57.7,1.18850897012206,0.25,0.06755734769381146,0,,0.0,14.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
15,970406,1,2025-09-03,A,32.4314046059212,18-40,44253.76241108015,0-25%,54506.73676165315,0-25%,38542.79690303306,0-25%,3.75,6.0,4.3,2.9019614221887,0.229,0.03281517665446272,0,,0.0,3.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
16,961695,1,2025-09-03,A,42.13890387390782,41-65,67001.6244212836,0-25%,305155.6186886055,0-25%,44861.51324564563,0-25%,14.75,5.0,102.5,12.184905641277243,0.233,0.007738212426799792,0,,0.0,14.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
17,688064,1,2025-09-03,A,83.55047822535992,>65,8828486.250609975,>75%,63995270.752829485,>75%,8943440.567042481,>75%,9.75,4.75,4.1,1.5617341362536352,0.101,0.004067042257510902,0,,0.0,9.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
18,616479,1,2025-09-03,A,61.99571809288693,41-65,95701.5467174171,25-50%,1657956.369004546,50-75%,91012.47559508194,0-25%,9.25,6.75,3.3,1.4298733689097245,0.177,0.0045623866832369825,0,,0.0,9.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
19,653704,1,2025-09-03,A,73.07712011450211,>65,1429866.9262487765,>75%,30273068.03580357,>75%,534180.7318259197,50-75%,3.5,12.5,8.0,1.3112357589479322,0.183,0.011436206952814967,0,,0.0,3.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
20,578649,1,2025-09-03,A,78.2112533843098,>65,617550.9549705145,>75%,220022177.1949673,>75%,6256082.621384265,>75%,5.25,8.5,32.3,3.145258073191623,0.138,0.0032473508579020597,0,,0.0,5.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
21,221879,1,2025-09-03,A,78.53042118221974,>65,712594.17104387,>75%,37690581.25705586,>75%,5633358.418974266,>75%,5.75,3.0,11.7,3.5429552406188414,0.138,0.0017999364177836048,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
22,980874,1,2025-09-03,A,45.551168975512695,41-65,3154573.891636888,>75%,11440502.502600295,>75%,5010916.591768325,>75%,5.0,4.25,19.3,5.610516885651922,0.223,0.017399428047952612,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
23,932691,1,2025-09-03,A,71.00400517353087,>65,215648.91278389795,50-75%,29272655.661380608,>75%,11954624.762725458,>75%,10.5,3.25,25.6,8.312621942705423,0.125,0.0011377043191266912,0,,0.0,10.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
24,945116,1,2025-09-03,A,80.75267460145099,>65,126777.73400163982,25-50%,1241371.3300887656,50-75%,2244169.929102956,>75%,10.5,4.75,36.4,18.747888588313916,0.133,0.0005965766065343188,0,,0.0,10.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
25,520656,1,2025-09-03,A,32.71229960404841,18-40,79249.94863470289,0-25%,159693.1515024602,0-25%,24209.959126254897,0-25%,9.75,8.75,38.5,4.735217276360296,0.299,0.02088108949741206,0,,0.0,9.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
26,503156,1,2025-09-03,A,86.82331517732051,>65,2663966.502206944,>75%,28027521.137746744,>75%,7103779.873600122,>75%,8.0,7.75,120.2,1.300519460744766,0.098,0.0017055007253264658,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
27,147890,1,2025-09-03,A,31.27170050647836,18-40,138872.2330049931,25-50%,2860526.557374375,50-75%,172409.73946469495,25-50%,8.75,6.75,20.7,1.3137134613167745,0.286,0.021099816119595823,0,,0.0,8.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
28,494139,1,2025-09-03,A,76.04152800005781,>65,392420.7040295166,50-75%,13296847.52260887,>75%,1565007.8018622785,50-75%,6.5,5.25,5.3,1.8127958499884784,0.114,0.002202542170145963,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
29,194246,1,2025-09-03,A,57.35415451201428,41-65,60047.07977779567,0-25%,27117.57950012859,0-25%,33195.63687444768,0-25%,7.25,6.75,32.5,3.235813254128825,0.221,0.005281560258002204,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
30,441335,1,2025-09-03,A,58.61532843628186,41-65,109274.94154098326,25-50%,98618.82428199984,0-25%,227851.17756380455,25-50%,7.5,4.0,31.6,0.7932480509996982,0.193,0.004501389786059516,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
31,941858,1,2025-09-03,A,58.39108486639935,41-65,238031.5656165692,50-75%,47396724.269881785,>75%,2835664.774683344,>75%,5.0,5.25,59.4,22.722498687521483,0.179,0.00399506430167538,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
32,632630,1,2025-09-03,A,45.00589863635423,41-65,49819.92730349209,0-25%,1059566.48954103,25-50%,51274.55887932384,0-25%,7.5,8.25,12.1,2.5555733592650127,0.226,0.017318105860541454,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
33,491728,1,2025-09-03,A,56.53746683668321,41-65,170667.36632920904,25-50%,1769603.9595830615,50-75%,215734.9813390789,25-50%,7.75,11.75,18.7,7.914248033082301,0.221,0.01049406110184083,0,,0.0,7.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
34,855507,1,2025-09-03,A,73.33653482694932,>65,205635.44627033584,50-75%,12398828.75011834,>75%,1094483.3987334017,50-75%,5.0,7.0,6.5,6.096133980399921,0.146,0.003675256339676782,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
35,727595,1,2025-09-03,A,49.45178372355785,41-65,162709.83428253912,25-50%,5819296.256723273,>75%,1537307.7456072315,50-75%,2.0,11.75,1.4,4.225033945654921,0.181,0.010857590707732177,0,,0.0,2.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
36,184000,1,2025-09-03,A,81.13375025024162,>65,102270.24191077473,25-50%,5102615.627900174,50-75%,4290171.331327583,>75%,8.25,9.0,18.7,5.325540884303243,0.114,0.0013436193876537547,0,,0.0,8.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
37,837835,1,2025-09-03,A,72.21547297214175,>65,284242.4716948665,50-75%,711040.8729965881,25-50%,3077046.945239325,>75%,9.5,11.0,41.7,13.953926589468692,0.135,0.002728840372530008,0,,0.0,9.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
38,858311,1,2025-09-03,A,33.29802061200044,18-40,146563.24571596435,25-50%,89609.23579164394,0-25%,114919.68877075356,0-25%,5.75,13.5,63.4,3.775687998580756,0.235,0.03617080127746201,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
39,608387,1,2025-09-03,A,58.00806797902234,41-65,420334.9478842319,50-75%,2532358.7054972174,50-75%,211296.23850077868,25-50%,16.0,10.0,18.3,4.013638071253306,0.191,0.008057665750710324,0,,0.0,16.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
40,612906,1,2025-09-03,A,54.917918793227855,41-65,15174170.598633235,>75%,203109373.04021528,>75%,8049290.955407611,>75%,5.25,8.75,18.0,1.2319298675489967,0.17,0.04250919688495448,0,,0.0,5.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
41,653322,1,2025-09-03,A,40.21070065120207,18-40,363820.62649424415,50-75%,67333.80342998002,0-25%,137204.13699226562,25-50%,8.5,7.0,3.9,4.815177104898904,0.271,0.020419489955151506,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
42,251131,1,2025-09-03,A,63.340891150449934,41-65,225383.38899883424,50-75%,592237.7982868328,25-50%,293907.55256720464,25-50%,6.25,5.0,26.4,0.1090538775374966,0.183,0.004735975979566969,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
43,851954,1,2025-09-03,A,63.3035015054959,41-65,1520555.0947051786,>75%,11338169.013171682,>75%,2816677.3305269754,>75%,12.25,2.75,18.4,1.9857040932038408,0.211,0.0064685249977866665,0,,0.0,12.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
44,670493,1,2025-09-03,A,33.85008326512067,18-40,266229.1534183741,50-75%,207307.1955918394,0-25%,22021.067859574112,0-25%,7.0,15.0,2.0,0.1089278889645695,0.271,0.07822059516451843,0,,0.0,7.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
45,329557,1,2025-09-03,A,52.45041355339802,41-65,427773.2511414608,50-75%,3069366.02335001,50-75%,162763.26515916438,25-50%,8.75,11.5,9.7,3.558755901600727,0.204,0.02311065062903347,0,,0.0,8.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
46,161851,1,2025-09-03,A,62.25132663838447,41-65,98204.27515814303,25-50%,78916.93878062967,0-25%,17285.913344791163,0-25%,6.25,2.25,35.4,6.067868357979121,0.176,0.005465051103125767,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
47,157363,1,2025-09-03,A,32.21370919407501,18-40,322054.5711418897,50-75%,1237373.832444606,50-75%,35301.02078241673,0-25%,8.75,10.0,2.8,1.038416516690725,0.239,0.08098166901070586,0,,0.0,8.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
48,831180,1,2025-09-03,A,34.209622230172535,18-40,240253.0916335773,50-75%,4013760.940884996,50-75%,4269576.223130651,>75%,4.5,2.75,19.7,12.740292060238945,0.264,0.008673639754518599,0,,0.0,4.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
49,711222,1,2025-09-03,A,77.20014050198095,>65,142148.2144944421,25-50%,284194.4479626352,0-25%,300315.25179507874,25-50%,11.0,7.25,13.1,0.7674218091943615,0.155,0.0019312523926096098,0,,0.0,11.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
50,240138,1,2025-09-03,A,72.32626760011901,>65,47575.050445406814,0-25%,510701.9866977026,25-50%,875410.7862180657,50-75%,4.5,10.5,32.8,5.492268608716224,0.15,0.0020568546273624145,0,,0.0,4.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
51,577524,1,2025-09-03,A,82.39096718957666,>65,500709.78172156273,50-75%,23821109.63159133,>75%,2976732.09247936,>75%,10.5,6.5,26.5,11.389531190715424,0.096,0.00116058566897723,0,,0.0,10.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
52,795958,1,2025-09-03,A,48.61564927527909,41-65,257521.2402148808,50-75%,703046.2687420554,25-50%,2230869.888881573,>75%,8.0,8.0,9.0,17.65472279134356,0.226,0.004503789198845155,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
53,284910,1,2025-09-03,A,30.52215045284081,18-40,119859.03600244738,25-50%,54587.56989504212,0-25%,42692.68322675038,0-25%,5.75,7.5,147.6,0.7366404118738779,0.283,0.042850414626838765,0,,0.0,5.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
54,885681,1,2025-09-03,A,72.84011723884294,>65,1142505.8973134751,>75%,35730727.89554121,>75%,2951383.577456153,>75%,6.5,13.5,15.5,15.816233556566011,0.135,0.004940835349853299,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
55,348350,1,2025-09-03,A,71.7473037751829,>65,6888955.568007784,>75%,12159451.841934042,>75%,5653066.219791489,>75%,5.0,9.5,46.0,0.155097354959389,0.133,0.013831000973963923,0,,0.0,5.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
56,447983,1,2025-09-03,A,54.92553315014077,41-65,43158.5875830419,0-25%,83953.55993943624,0-25%,109399.38823612292,0-25%,6.0,13.25,1.2,10.312511912302394,0.238,0.007063133633105106,0,,0.0,6.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
57,484836,1,2025-09-03,A,66.98873761211385,>65,162646.98878544534,25-50%,314365.6350176831,0-25%,139578.58682124107,25-50%,11.5,10.25,27.2,1.6456056325013844,0.138,0.0038609413126578554,0,,0.0,11.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
58,728915,1,2025-09-03,A,66.92208252336653,>65,1107869.4099830205,>75%,81979481.80918081,>75%,1638511.5240440797,50-75%,8.5,7.0,2.0,1.030200279844658,0.138,0.005594277986586202,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
59,134113,1,2025-09-03,A,32.59164242751943,18-40,120677.07983084672,25-50%,62020.26641526569,0-25%,298102.0858935158,25-50%,6.5,2.0,69.7,11.439443568782895,0.261,0.01163116077114862,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
60,182359,1,2025-09-03,A,64.25678915292642,41-65,46169.164335261536,0-25%,468045.2649262427,25-50%,369682.3826906543,25-50%,8.5,4.75,71.6,3.047374420638392,0.152,0.0018168625780003857,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
61,320278,1,2025-09-03,A,43.26494424764034,41-65,91753.75526067636,0-25%,47712.32774101481,0-25%,104921.9010343837,0-25%,6.5,4.25,52.1,15.020540677012578,0.231,0.007180468857303796,0,,0.0,6.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
62,740706,1,2025-09-03,A,72.05237439968685,>65,87946.74896083504,0-25%,1027467.2505124786,25-50%,588997.9103172595,50-75%,7.25,13.75,8.4,4.6783699192245605,0.113,0.0031954596391806592,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
63,150633,1,2025-09-03,A,43.82598594855948,41-65,478763.030385124,50-75%,1305408.7645065552,50-75%,618160.8107838469,50-75%,8.5,10.0,3.8,11.86175427765897,0.228,0.022986955376997714,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
64,952765,1,2025-09-03,A,49.95301469254675,41-65,633307.6078417981,>75%,4271357.83400308,50-75%,1905056.1707196797,>75%,7.5,10.75,16.5,1.249864616559208,0.216,0.019048629134055764,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
65,128809,1,2025-09-03,A,37.59941694536243,18-40,406685.2465648816,50-75%,633842.3872132769,25-50%,1267298.976781402,50-75%,6.75,1.25,81.2,2.630160719781279,0.238,0.013654256078349119,0,,0.0,6.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
66,228723,1,2025-09-03,A,36.72920004374122,18-40,115455.83378164368,25-50%,770797.9212748469,25-50%,210532.4804447023,25-50%,8.5,6.5,4.0,3.5087529706392524,0.255,0.013914470331633151,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
67,881579,1,2025-09-03,A,38.72531053267486,18-40,105777.2374243067,25-50%,441669.4330991422,25-50%,560243.7855375238,50-75%,8.0,11.0,20.2,0.1962607773252384,0.259,0.0203978479690908,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
68,966053,1,2025-09-03,A,63.092375361575805,41-65,69753.9626111128,0-25%,1447473.8055939365,50-75%,679922.95018884,50-75%,6.25,10.25,6.8,6.918786171095976,0.197,0.004169196626958144,0,,0.0,6.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
69,885636,1,2025-09-03,A,57.39901096915754,41-65,2993814.3426494026,>75%,46112713.99404391,>75%,1787659.999367643,>75%,3.0,12.0,39.8,1.5548306070542226,0.165,0.02469748879567025,0,,0.0,3.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
70,479097,1,2025-09-03,A,43.96963623173742,41-65,80051.82872325159,0-25%,182848.9690138423,0-25%,200100.5952177533,25-50%,8.0,8.5,113.6,4.325438355560716,0.226,0.013027578888608098,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
71,760645,1,2025-09-03,A,56.22008762309564,41-65,415134.4718153357,50-75%,2778960.1399941337,50-75%,3151736.94592186,>75%,3.25,3.75,43.7,4.206506858034601,0.178,0.009139258435670965,0,,0.0,3.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
72,491816,1,2025-09-03,A,68.17883795292506,>65,140604.15699674864,25-50%,1682579.5959443576,50-75%,929662.3018735847,50-75%,8.5,9.5,2.1,5.329293959458369,0.148,0.00430306729549978,0,,0.0,8.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
73,822405,1,2025-09-03,A,33.06178971409242,18-40,172020.9954240267,25-50%,136930.89726042523,0-25%,6471.829529911773,0-25%,3.0,6.5,72.8,0.414218812565028,0.26,0.07580080785776233,0,,0.0,3.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
74,126922,1,2025-09-03,A,43.7104959024427,41-65,1474457.765013076,>75%,9517996.124593947,>75%,718554.1838287911,50-75%,7.5,5.0,12.7,1.356957084543804,0.198,0.023507997518318807,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
75,479640,1,2025-09-03,A,60.18061696570405,41-65,44991.350849987626,0-25%,154007.4041438898,0-25%,35940.651993138934,0-25%,10.25,5.5,5.5,3.715159351918026,0.175,0.004137691773989086,0,,0.0,10.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
76,760385,1,2025-09-03,A,49.13033411105779,41-65,104417.19169350852,25-50%,4291856.465886123,50-75%,249172.0068626005,25-50%,13.75,5.75,129.4,1.4591670355759274,0.201,0.00563571837864755,0,,0.0,13.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
77,459512,1,2025-09-03,A,61.80859898545259,41-65,110581.37942666384,25-50%,936802.1298075166,25-50%,817453.7901674446,50-75%,9.5,2.75,4.8,1.789853970262937,0.202,0.0029956354571882156,0,,0.0,9.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
78,109333,1,2025-09-03,A,43.694296927875,41-65,136119.4103801513,25-50%,9044243.428702796,>75%,1260051.7391873545,50-75%,7.25,8.75,19.2,9.50204820681261,0.256,0.011835391597874917,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
79,511426,1,2025-09-03,A,45.472128148569126,41-65,349105.2251745543,50-75%,374193.4992248934,25-50%,120106.70814724844,25-50%,6.75,11.5,12.1,2.6872780542849086,0.224,0.032428906531798196,0,,0.0,6.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
80,836385,1,2025-09-03,A,60.92535180626058,41-65,2199983.94735606,>75%,990520.9874281425,25-50%,577881.9781412017,50-75%,11.5,10.0,12.6,1.4972437318469285,0.179,0.012390257799490437,0,,0.0,11.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
81,742371,1,2025-09-03,A,42.1762840516638,41-65,59337.79140170698,0-25%,148908.44196348023,0-25%,41918.87480021081,0-25%,4.75,5.25,11.0,4.586265910573749,0.249,0.021393638816743533,0,,0.0,4.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
82,958234,1,2025-09-03,A,76.86869597371823,>65,139209.99374257767,25-50%,9639329.886469342,>75%,226890.35067556336,25-50%,11.75,7.75,54.3,1.985042881174892,0.18,0.0018463058205688621,0,,0.0,11.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
83,908253,1,2025-09-03,A,71.23198534196506,>65,140970.6051831953,25-50%,1354442.519289537,50-75%,6209863.68371719,>75%,7.5,5.25,18.4,1.8692803389868204,0.176,0.0012868806865851026,0,,0.0,7.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
84,581638,1,2025-09-03,A,57.876498403726536,41-65,1874335.2510750075,>75%,48704361.04941723,>75%,547785.6958281714,50-75%,9.25,8.75,14.3,6.654251059570457,0.169,0.011929550094595278,0,,0.0,9.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
85,647174,1,2025-09-03,A,75.78993170189665,>65,179066.5525526201,25-50%,6314328.705379602,>75%,190207.72482596472,25-50%,8.0,6.25,115.3,2.867816141809679,0.128,0.0019569160951968417,0,,0.0,8.0,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
86,180248,1,2025-09-03,A,68.19694872841723,>65,57582.62709727176,0-25%,504466.7850723735,25-50%,55342.33537861709,0-25%,5.25,3.5,5.3,2.810337832399642,0.161,0.0028635469127576774,0,,0.0,5.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
87,652145,1,2025-09-03,A,78.67459616599729,>65,1469780.4918495964,>75%,32442010.72166332,>75%,2211567.64796185,>75%,3.5,15.75,11.2,4.307997519227241,0.118,0.005903952255919339,0,,0.0,3.5,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
88,276303,1,2025-09-03,A,66.20544134288131,>65,260311.27700085772,50-75%,731298.1740308693,25-50%,556525.166934181,50-75%,11.25,5.0,1.2,1.923997461251313,0.156,0.0038148968161427935,0,,0.0,11.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
89,285291,1,2025-09-03,A,59.69061910927631,41-65,227134.09467515827,50-75%,4678951.107764196,50-75%,138294.75205787088,25-50%,8.75,10.5,17.1,6.536904525596824,0.189,0.011608360461298584,0,,0.0,8.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
90,356685,1,2025-09-03,A,62.17564605986212,41-65,230378.6039701515,50-75%,2486804.616225637,50-75%,4900370.135592953,>75%,10.75,6.75,4.3,11.622884548095469,0.196,0.0021386048270071356,0,,0.0,10.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
91,820273,1,2025-09-03,A,63.76457724275996,41-65,4530515.943553786,>75%,12230741.452794489,>75%,254280.64899311532,25-50%,8.25,5.0,0.8,0.1784126556174309,0.17,0.018592813365463066,0,,0.0,8.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
92,680769,1,2025-09-03,A,53.3937863229449,41-65,107281.26072857878,25-50%,458841.486215047,25-50%,1342603.9442130353,50-75%,4.75,8.25,23.1,5.188258094016492,0.214,0.00714812196646051,0,,0.0,4.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
93,820640,1,2025-09-03,A,48.489564329877126,41-65,6151421.44600521,>75%,44954708.4498394,>75%,13375955.94869496,>75%,7.25,6.75,23.3,8.982981099071539,0.201,0.014797511047506333,0,,0.0,7.25,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
94,839139,1,2025-09-03,A,33.04505759654958,18-40,589662.2496524134,>75%,2434991.4041847237,50-75%,2113973.991581327,>75%,2.75,2.75,1.7,2.775714277338005,0.292,0.021026683204259815,0,,0.0,2.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
95,487122,1,2025-09-03,A,73.7779978671335,>65,132571.93241854067,25-50%,2739126.6431899075,50-75%,547069.2115918736,50-75%,7.75,8.0,4.5,4.932238910852036,0.171,0.003569028375818695,0,,0.0,7.75,0.0,0.0,0.0,0.0,-1.4191105610561054,-0.001
