,user_id,rollout_group,assign_date,group,age,age_cohort,income,income_cohort,net_worth,networth_cohort,retirement_balance,balance_cohort,current_pct,employer_cap,last_login,acct_tenure,time_online_frac,conv_rate,converted,conversion_date,delta_pct,new_pct,user_delta_aum,employer_delta_aum,total_delta_aum,revenue,roi_exper,roi
10,457494,1,2025-09-03,A,36.44242439024345,18-40,495235.3939863343,50-75%,588309.3710149118,25-50%,14364.961828616206,0-25%,7.75,9.5,60.8,2.912865780794641,0.309,0.08157409130590998,0,,0.0,7.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
11,156886,1,2025-09-03,A,39.93684681503557,18-40,14371407.294671694,>75%,18470980.20589969,>75%,7526656.414353652,>75%,7.5,12.25,103.1,1.7292245768613508,0.224,0.07245507286399523,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
12,783763,1,2025-09-03,A,62.45762722408983,41-65,204794.85357129225,50-75%,9050427.314182332,>75%,3421356.960326829,>75%,13.75,10.5,35.2,6.385532030381678,0.17,0.0023233649432607716,0,,0.0,13.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
13,444524,1,2025-09-03,A,76.72243466928616,>65,38313.53085281111,0-25%,329951.9993951634,0-25%,21471.20556071345,0-25%,3.5,8.0,10.6,10.225188055306957,0.119,0.0031368737814500606,0,,0.0,3.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
14,315640,1,2025-09-03,A,69.18829831087118,>65,1748250.2742012923,>75%,82650518.98735772,>75%,7463577.745115201,>75%,7.5,7.75,33.8,8.914137268086238,0.159,0.0066974427108088585,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
15,226499,1,2025-09-03,A,48.59006663118316,41-65,106053.7561919399,25-50%,3548373.2395072635,50-75%,879827.3099636943,50-75%,9.75,6.25,21.1,6.785488091009949,0.206,0.0048117855955891265,0,,0.0,9.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
16,485583,1,2025-09-03,A,64.64902974758714,41-65,79170.28850565875,0-25%,695171.447827145,25-50%,2385263.958791022,>75%,8.5,5.25,16.1,1.7105555152309226,0.162,0.0017345208559687107,0,,0.0,8.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
17,106594,1,2025-09-03,A,69.50874450382551,>65,557977.1663366313,>75%,27910357.419217333,>75%,816990.5251580622,50-75%,10.25,8.5,2.4,4.90532734465398,0.13,0.0038367591762349797,0,,0.0,10.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
18,611083,1,2025-09-03,A,67.70076082716913,>65,2951078.244671849,>75%,4439510.953539659,50-75%,4087898.6561785378,>75%,4.25,8.5,16.2,7.043175266101807,0.153,0.011230611726796786,0,,0.0,4.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
19,693250,1,2025-09-03,A,44.35969880263151,41-65,255956.28854478983,50-75%,985487.884630503,25-50%,2972776.8298247056,>75%,12.0,8.5,13.5,1.2384681554450214,0.238,0.00783262751748332,0,,0.0,12.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
20,643230,1,2025-09-03,A,49.384010044973,41-65,78936.51799312422,0-25%,312602.105937643,0-25%,78756.74140580323,0-25%,8.25,7.0,38.3,3.139759378330449,0.196,0.007294155019548445,0,,0.0,8.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
21,436593,1,2025-09-03,A,36.77544440788186,18-40,97431.4038918904,25-50%,127604.19828000778,0-25%,25537.19948016478,0-25%,17.25,7.5,0.1,5.080349942275079,0.233,0.019734353168935122,0,,0.0,17.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
22,463077,1,2025-09-03,A,37.46256821989487,18-40,588185.366223106,>75%,1479861.710017745,50-75%,108398.9733508766,0-25%,10.0,5.75,7.3,0.4714320138075194,0.252,0.033413597414100944,0,,0.0,10.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
23,606725,1,2025-09-03,A,49.47210212113494,41-65,787376.4143442339,>75%,13834771.048695749,>75%,3422056.711862828,>75%,6.75,3.75,94.8,2.98915142402876,0.226,0.007796998111588806,0,,0.0,6.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
24,557741,1,2025-09-03,A,68.93522675890716,>65,45974.2067040598,0-25%,72774.44564854536,0-25%,73147.25456324562,0-25%,4.0,9.25,31.6,0.1079450508886081,0.153,0.004761363932434297,0,,0.0,4.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
25,971855,1,2025-09-03,A,40.540183780831015,18-40,1243253.4892981162,>75%,2348951.582975701,50-75%,879909.7340736624,50-75%,2.0,6.0,4.2,4.726773207727384,0.221,0.044760455470198225,0,,0.0,2.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
26,759704,1,2025-09-03,A,23.957410339797875,18-40,249799.3936244044,50-75%,755837.2859257014,25-50%,193059.02373209564,25-50%,0.75,6.5,23.1,3.347029666475747,0.258,0.06938801560122698,0,,0.0,0.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
27,266848,1,2025-09-03,A,58.5241655822718,41-65,115911.49534609551,25-50%,1117316.2735589922,25-50%,1934176.6645754136,>75%,11.0,3.25,48.5,11.803176157373828,0.164,0.0021239827357497436,0,,0.0,11.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
28,219790,1,2025-09-03,A,55.32395771703443,41-65,4562367.477562322,>75%,63286793.06796528,>75%,9883756.004085137,>75%,12.0,7.75,39.1,1.4838177820141427,0.205,0.011523997688052158,0,,0.0,12.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
29,262245,1,2025-09-03,A,37.79192772160953,18-40,32805.346567562934,0-25%,13590.073131053574,0-25%,139950.87637778983,25-50%,7.0,8.5,4.2,1.858874621378137,0.278,0.017222119378054422,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
30,223966,1,2025-09-03,A,67.34611261545255,>65,37495.94140956352,0-25%,315303.79450730805,0-25%,10094.178797085116,0-25%,7.0,12.25,5.0,1.821826322072779,0.193,0.007353462495121617,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
31,348153,1,2025-09-03,A,54.768716801086,41-65,62252.52057048292,0-25%,127145.92751326028,0-25%,1145461.1205342223,50-75%,16.25,11.75,20.0,0.5192664051415982,0.214,0.00308964335567197,0,,0.0,16.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
32,572875,1,2025-09-03,A,39.56559882594951,18-40,1434249.915015241,>75%,4044850.6328376248,50-75%,779567.6410039845,50-75%,7.0,9.75,29.5,5.481604751612355,0.232,0.04778422893363459,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
33,323679,1,2025-09-03,A,38.95601284619149,18-40,500502.1791148576,50-75%,1620420.221405143,50-75%,952384.6848517248,50-75%,6.75,8.5,75.3,0.7600947900738819,0.242,0.031009831825197478,0,,0.0,6.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
34,738561,1,2025-09-03,A,33.6454495628091,18-40,314117.63295648684,50-75%,546274.0718671514,25-50%,103037.15826095291,0-25%,10.5,10.0,12.5,0.8606193653817925,0.282,0.030568827432601312,0,,0.0,10.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
35,555130,1,2025-09-03,A,76.10671341038523,>65,117170.84608486333,25-50%,1122992.8674328353,25-50%,1074198.5904521716,50-75%,13.5,5.0,5.9,0.9346580261595528,0.126,0.0014316625645321582,0,,0.0,13.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
36,547428,1,2025-09-03,A,70.3050798346784,>65,1138671.51690832,>75%,110582458.6941664,>75%,9062256.174378656,>75%,11.25,5.25,0.7,7.680423487350457,0.152,0.0027809890404678064,0,,0.0,11.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
37,990446,1,2025-09-03,A,62.61231959880261,41-65,412345.5484969024,50-75%,9308352.585272,>75%,3314883.210914016,>75%,5.25,12.0,47.7,1.977728920797429,0.15,0.006856457257216436,0,,0.0,5.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
38,816380,1,2025-09-03,A,66.10715472331171,>65,55679.81277593051,0-25%,135945.15327379847,0-25%,75881.0229523584,0-25%,5.0,5.25,20.1,0.960451598430466,0.16,0.0059337113544264426,0,,0.0,5.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
39,978690,1,2025-09-03,A,45.38174806645453,41-65,132865.49537902916,25-50%,179047.57308277552,0-25%,189570.47255077533,25-50%,7.5,4.75,63.1,3.736871890035181,0.214,0.008662572793058083,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
40,227961,1,2025-09-03,A,69.86147587173839,>65,115129.28199870072,25-50%,1435496.3797317238,50-75%,160751.43740447608,25-50%,5.5,7.25,55.0,1.073652381350516,0.191,0.0053223749626738655,0,,0.0,5.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
41,419900,1,2025-09-03,A,46.9013007294459,41-65,318854.715116691,50-75%,1828124.4053112576,50-75%,795852.6423387668,50-75%,12.25,6.5,72.4,0.6341271453127697,0.186,0.00912386635613988,0,,0.0,12.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
42,177410,1,2025-09-03,A,51.86645411784787,41-65,43736.75737748946,0-25%,58410.58145083065,0-25%,16549.30217995846,0-25%,11.25,8.5,5.2,4.2911173730751,0.188,0.007262050212589186,0,,0.0,11.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
43,697980,1,2025-09-03,A,28.210118147539404,18-40,216488.8218670318,50-75%,1639944.636615093,50-75%,89518.30652173214,0-25%,12.0,9.25,39.6,0.4201735966133604,0.265,0.033636343766811884,0,,0.0,12.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
44,313985,1,2025-09-03,A,45.58959568469405,41-65,73960.22712177086,0-25%,481252.258877858,25-50%,183660.36235991705,25-50%,6.25,9.75,12.4,3.384836553905074,0.172,0.014822938811139656,0,,0.0,6.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
45,152667,1,2025-09-03,A,54.086847045705454,41-65,224463.5378998717,50-75%,2021378.863653212,50-75%,480070.45142348384,25-50%,17.25,3.75,19.4,0.2905295329013646,0.2,0.006833922785002257,0,,0.0,17.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
46,793783,1,2025-09-03,A,62.26919557272495,41-65,281334.4308781337,50-75%,40944987.48724329,>75%,1304663.3251648797,50-75%,6.75,7.0,57.8,10.486627384693666,0.197,0.005723367718641487,0,,0.0,6.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
47,957980,1,2025-09-03,A,28.196938439932143,18-40,286523.74198614585,50-75%,2071050.9702727196,50-75%,752471.9980961689,50-75%,5.5,4.25,79.8,3.7419120393745655,0.271,0.020468849319518447,0,,0.0,5.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
48,448992,1,2025-09-03,A,66.73898009759303,>65,223478.40249844352,50-75%,831711.4255997933,25-50%,757324.4854033221,50-75%,7.0,5.0,27.4,7.689127415623976,0.154,0.0026613486228946686,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
49,718876,1,2025-09-03,A,38.43189742537625,18-40,101713.58491220328,25-50%,20724.37852473629,0-25%,18302.18511578507,0-25%,11.0,3.75,5.1,0.6618423985332713,0.236,0.0219816471585308,0,,0.0,11.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
50,149911,1,2025-09-03,A,75.25036421505393,>65,369560.9525290063,50-75%,1756446.535085343,50-75%,2280092.567085242,>75%,8.25,11.0,1.7,1.193571460230383,0.126,0.004197920680581172,0,,0.0,8.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
51,742494,1,2025-09-03,A,32.80823900711967,18-40,252829.6276744451,50-75%,538495.708594343,25-50%,20161.563707164987,0-25%,5.75,5.5,15.1,1.3414072668865236,0.233,0.04037923280319947,0,,0.0,5.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
52,428063,1,2025-09-03,A,74.30984475109003,>65,206248.8288803888,50-75%,4433732.202282202,50-75%,2766786.3370298063,>75%,5.75,16.25,3.1,8.594152250281372,0.161,0.00270209603395705,0,,0.0,5.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
53,783279,1,2025-09-03,A,57.004845850146616,41-65,120510.40407544308,25-50%,239447.38796559352,0-25%,660228.3626592326,50-75%,7.0,7.75,3.3,4.5548505019464365,0.186,0.007743452846433797,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
54,715388,1,2025-09-03,A,38.03569108643932,18-40,41005.97140132677,0-25%,22911.82602809909,0-25%,8444.29583598458,0-25%,7.0,10.25,40.0,0.7048174811997713,0.251,0.03281199403849362,0,,0.0,7.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
55,802647,1,2025-09-03,A,58.57519055893919,41-65,110689.0729490236,25-50%,2709824.655314621,50-75%,289147.0427862136,25-50%,11.0,4.25,31.7,5.625814316754217,0.155,0.00381013023685522,0,,0.0,11.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
56,853887,1,2025-09-03,A,66.86959446315201,>65,99973.55340772272,25-50%,165348.32736797477,0-25%,70055.97701024533,0-25%,8.75,12.0,57.7,0.176181215727019,0.166,0.007097396703594494,0,,0.0,8.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
57,745801,1,2025-09-03,A,29.577917375318137,18-40,102452.91735302388,25-50%,291939.68102362024,0-25%,27594.86867506954,0-25%,6.25,7.75,27.8,2.691355071837576,0.258,0.05530159205493927,0,,0.0,6.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
58,591556,1,2025-09-03,A,46.136982184913165,41-65,397520.8760751167,50-75%,3531390.894541331,50-75%,2714800.067506252,>75%,11.75,3.5,19.9,12.361046900346272,0.222,0.006608774371754004,0,,0.0,11.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
59,294207,1,2025-09-03,A,73.99259929202836,>65,121489.47110567654,25-50%,1251416.4479425836,50-75%,2605756.276345049,>75%,12.75,16.75,35.6,13.146609079880076,0.159,0.0018402717984033418,0,,0.0,12.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
60,860369,1,2025-09-03,A,37.65112583479191,18-40,3617604.768111832,>75%,11675009.158075448,>75%,2006627.4141658568,>75%,2.25,8.5,99.8,10.373449958985962,0.25,0.049154766989641566,0,,0.0,2.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
61,522436,1,2025-09-03,A,32.37760553448932,18-40,44530.06071422451,0-25%,57789.86120703119,0-25%,189812.75025482895,25-50%,8.25,8.5,6.0,3.582109299814272,0.3,0.02298538159348835,0,,0.0,8.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
62,389794,1,2025-09-03,A,46.83198881520829,41-65,206739.34302890053,50-75%,20133540.82958439,>75%,868386.6389478372,50-75%,9.0,4.75,94.9,5.075799226875496,0.246,0.0063539509181932295,0,,0.0,9.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
63,894637,1,2025-09-03,A,72.31194723183413,>65,597068.3659281352,>75%,14529890.38468636,>75%,1971660.8387683127,>75%,7.5,5.25,8.8,5.957328060824553,0.147,0.0027180687538034065,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
64,973714,1,2025-09-03,A,62.96257126507239,41-65,18858309.378989927,>75%,62422250.31091791,>75%,8890691.943433534,>75%,13.25,1.5,7.0,0.4294208970685036,0.2,0.01631795983807054,0,,0.0,13.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
65,459302,1,2025-09-03,A,33.43600931260835,18-40,80700.18868344775,0-25%,216274.30824688709,0-25%,22282.243877969904,0-25%,14.25,7.0,12.3,1.6171669307572838,0.253,0.023519905051386774,0,,0.0,14.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
66,567386,1,2025-09-03,A,58.583616816995054,41-65,108733.17364332134,25-50%,560454.5362405381,25-50%,136590.01542330137,25-50%,6.0,7.75,57.3,10.493701871166705,0.214,0.007453517151025472,0,,0.0,6.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
67,107258,1,2025-09-03,A,37.5193036585156,18-40,93404.4933532272,0-25%,1133490.432236638,25-50%,21100.91976368273,0-25%,10.75,4.5,38.7,3.9126338100333338,0.251,0.0185527955956653,0,,0.0,10.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
68,965351,1,2025-09-03,A,33.89193394087657,18-40,115089.29223188764,25-50%,83253.66587257727,0-25%,22249.17476970892,0-25%,11.5,8.25,14.4,5.295749834257919,0.282,0.02436123890310842,0,,0.0,11.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
69,978233,1,2025-09-03,A,48.77609037830537,41-65,241929.4594837728,50-75%,280410.8265211064,0-25%,8193.026567430126,0-25%,6.25,12.0,18.0,6.116152115943458,0.193,0.037962282605702294,0,,0.0,6.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
70,347573,1,2025-09-03,A,70.06605150658852,>65,165385.73476197923,25-50%,1251080.8718911535,50-75%,1168468.8223973983,50-75%,6.5,9.25,6.6,5.61131604899719,0.158,0.003931097832387123,0,,0.0,6.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
71,293512,1,2025-09-03,A,55.45741342699262,41-65,473366.95475905424,50-75%,1610240.6574879468,50-75%,2326937.3166782768,>75%,7.5,4.0,16.9,4.633010541878596,0.167,0.005639032059604387,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
72,787050,1,2025-09-03,A,41.28170681755956,41-65,80357.08528478233,0-25%,173029.85128407006,0-25%,40402.13601591592,0-25%,10.5,9.75,67.6,3.54225072519126,0.244,0.011920229896243858,0,,0.0,10.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
73,962565,1,2025-09-03,A,38.23199165123136,18-40,149993.67385979602,25-50%,4632403.358235969,50-75%,390506.7966182287,25-50%,6.25,11.25,23.1,5.440946496291485,0.21,0.022925764754303232,0,,0.0,6.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
74,215669,1,2025-09-03,A,65.43850019039024,41-65,48733.525266082914,0-25%,211779.15983231092,0-25%,17257.565561639767,0-25%,10.0,9.5,53.6,0.3441029082695717,0.175,0.0038134790494611455,0,,0.0,10.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
75,252544,1,2025-09-03,A,26.148364263760307,18-40,4405069.545048378,>75%,10864436.922357604,>75%,5309021.097973759,>75%,12.0,7.25,31.1,0.2042424912710619,0.266,0.05716284960704041,0,,0.0,12.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
76,286744,1,2025-09-03,A,49.22784675893294,41-65,201921.02519857037,50-75%,6774656.779889775,>75%,2273387.250146719,>75%,11.75,5.5,56.2,2.773215345331129,0.179,0.005172842587230659,0,,0.0,11.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
77,780640,1,2025-09-03,A,62.42524691083244,41-65,573814.1254117336,>75%,27360344.78803396,>75%,5244013.581114251,>75%,9.5,13.5,10.8,4.459037459022038,0.187,0.007320266769256711,0,,0.0,9.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
78,267544,1,2025-09-03,A,62.24222455921457,41-65,74361.50591416335,0-25%,501100.9364572606,25-50%,415484.6314584332,25-50%,6.0,13.5,8.3,0.1707397888696699,0.167,0.0058921743144824575,0,,0.0,6.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
79,893813,1,2025-09-03,A,71.76221018375342,>65,589156.1915665644,>75%,12128498.34950434,>75%,1917023.361720332,>75%,11.25,8.5,14.8,7.820959979182267,0.161,0.002634750709704906,0,,0.0,11.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
80,611229,1,2025-09-03,A,62.97064781083304,41-65,143655.35377820002,25-50%,1768942.9400350335,50-75%,811217.6631934117,50-75%,6.25,9.0,21.0,0.4657593611315532,0.169,0.006332191565752181,0,,0.0,6.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
81,192046,1,2025-09-03,A,52.400585920232,41-65,156247.664235757,25-50%,492786.7924740368,25-50%,63214.21010519982,0-25%,9.5,4.5,29.9,6.238054830100203,0.188,0.008336354228077998,0,,0.0,9.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
82,420167,1,2025-09-03,A,43.07634889771165,41-65,174813.23127966767,25-50%,456717.676106143,25-50%,31058.735826851665,0-25%,4.75,8.75,2.9,0.527658767045071,0.234,0.03887656606146915,0,,0.0,4.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
83,418186,1,2025-09-03,A,55.75837451928596,41-65,335266.31604992744,50-75%,18529531.64537506,>75%,1210716.414622733,50-75%,9.25,9.5,101.8,1.2044161707003314,0.178,0.01007296649070432,0,,0.0,9.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
84,240480,1,2025-09-03,A,32.76812670879637,18-40,1202090.624380845,>75%,5826624.257389797,>75%,3185156.1524167936,>75%,17.0,4.25,10.9,0.4934743623336268,0.282,0.027540848730074573,0,,0.0,17.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
85,121371,1,2025-09-03,A,74.30366810985606,>65,33595.27587525249,0-25%,245515.7904160556,0-25%,31156.086853735527,0-25%,5.25,5.5,19.9,0.1045116807993286,0.128,0.003907380033093099,0,,0.0,5.25,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
86,701188,1,2025-09-03,A,44.236242722667576,41-65,408685.7792301029,50-75%,2444219.3123535,50-75%,88263.46842243586,0-25%,12.0,1.5,118.3,1.6731089793885885,0.229,0.016648063121031943,0,,0.0,12.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
87,711983,1,2025-09-03,A,55.91109595188723,41-65,121061.00065193984,25-50%,102274.31525247416,0-25%,143529.45193280117,25-50%,7.5,3.25,43.6,9.618716930658422,0.15,0.004665150091742764,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
88,788791,1,2025-09-03,A,35.19207404668992,18-40,8554442.632582365,>75%,27999227.963991825,>75%,3389615.3029439896,>75%,2.5,10.5,24.4,5.391234367953116,0.253,0.09152685248881322,0,,0.0,2.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
89,928488,1,2025-09-03,A,77.26494527358378,>65,160927.77023501642,25-50%,104542053.51664804,>75%,7169495.071913379,>75%,11.0,15.5,32.6,1.0514314848373985,0.093,0.001930047616205487,0,,0.0,11.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
90,697408,1,2025-09-03,A,57.95036465756669,41-65,67153.09469433558,0-25%,508831.096520491,25-50%,82947.1100243877,0-25%,14.0,5.25,47.7,1.4247227746835809,0.167,0.004470749758678609,0,,0.0,14.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
91,240324,1,2025-09-03,A,60.26814840376966,41-65,180991.89855381908,25-50%,327618.31225405325,0-25%,128022.83146897308,25-50%,10.0,12.0,34.2,11.033579907511948,0.173,0.008966679517406324,0,,0.0,10.0,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
92,992541,1,2025-09-03,A,71.43125376693665,>65,91182.66445403226,0-25%,204436.6260349053,0-25%,186092.014660501,25-50%,6.75,1.75,54.7,7.577723890453234,0.109,0.0018287196166654278,0,,0.0,6.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
93,186077,1,2025-09-03,A,54.179241021446224,41-65,385112.2186259173,50-75%,1303863.440576261,50-75%,386074.2000854303,25-50%,7.5,5.0,3.7,8.152248295351836,0.2,0.007649238887860209,0,,0.0,7.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
94,327333,1,2025-09-03,A,49.47659415043502,41-65,62790.57106811949,0-25%,635454.8794575271,25-50%,169421.77508652597,25-50%,6.75,10.0,12.8,5.010159378788904,0.221,0.011096477697966808,0,,0.0,6.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
95,593619,1,2025-09-03,A,58.94665511633195,41-65,220186.5468627249,50-75%,1545455.5648689782,50-75%,404841.86583275936,25-50%,9.5,6.5,43.0,6.028951756912406,0.214,0.004543347446457048,0,,0.0,9.5,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
96,633307,1,2025-09-03,A,49.916248113349454,41-65,49459.03760962452,0-25%,501244.9071979082,25-50%,235389.48606913615,25-50%,3.75,9.0,91.6,1.1315884710623372,0.186,0.008567529767515741,0,,0.0,3.75,0.0,0.0,0.0,0.0,-5.197523053665911,-0.001
