,user_id,rollout_group,assign_date,group,age,age_cohort,income,income_cohort,net_worth,networth_cohort,retirement_balance,balance_cohort,current_pct,employer_cap,last_login,acct_tenure,time_online_frac,conv_rate,converted,conversion_date,delta_pct,new_pct,user_delta_aum,employer_delta_aum,total_delta_aum,roi
38,933566,1,2025-09-03,A,44.16643764477124,41-65,325451.8996187649,50-75%,1709540.5617787875,50-75%,18062.28628025544,0-25%,10.5,10.75,0.7,1.722502305778833,0.209,0.0527488448888429,0,,0.0,10.5,0.0,0.0,0.0,-2.778216723894163
39,654604,1,2025-09-03,A,65.5278559722763,41-65,15242349.749669924,>75%,12121186.17986289,>75%,6340839.075325017,>75%,9.5,11.0,41.7,13.95739439591744,0.156,0.01869610723877579,0,,0.0,9.5,0.0,0.0,0.0,-2.778216723894163
40,802139,1,2025-09-03,A,49.3687604579773,41-65,151343.52364458,25-50%,364037.1217333207,25-50%,79579.12456073162,0-25%,16.0,10.0,18.3,4.01568478701148,0.217,0.009930793202955524,0,,0.0,16.0,0.0,0.0,0.0,-2.778216723894163
41,573726,1,2025-09-03,A,41.65477476392137,41-65,4533196.989622685,>75%,899030.9039348962,25-50%,572906.0746185011,50-75%,6.0,7.0,28.5,0.289880778960201,0.269,0.08454542654887903,0,,0.0,6.0,0.0,0.0,0.0,-2.778216723894163
42,761039,1,2025-09-03,A,65.81399497750077,41-65,511148.7743038452,50-75%,2022963.2051748687,50-75%,537860.7910875465,50-75%,9.5,8.25,4.2,18.162182281338485,0.172,0.003503924401456807,0,,0.0,9.5,0.0,0.0,0.0,-2.778216723894163
43,641763,1,2025-09-03,A,62.04952048904685,41-65,503488.3646394624,50-75%,363652.435768393,25-50%,2213027.465610977,>75%,6.25,5.0,26.4,0.1090581890798031,0.187,0.004655337095601766,0,,0.0,6.25,0.0,0.0,0.0,-2.778216723894163
44,696621,1,2025-09-03,A,51.90287571369235,41-65,90259.64726037532,0-25%,359466.98686195293,25-50%,336524.2034142202,25-50%,12.25,2.75,18.4,1.9859813821565309,0.245,0.005355425222913192,0,,0.0,12.25,0.0,0.0,0.0,-2.778216723894163
45,542648,1,2025-09-03,A,47.02374229548782,41-65,19642446.19313701,>75%,61489264.98335991,>75%,2519227.7912083217,>75%,7.0,15.0,2.0,0.1135181312276566,0.231,0.0930840694700738,0,,0.0,7.0,0.0,0.0,0.0,-2.778216723894163
46,781618,1,2025-09-03,A,52.74208502727174,41-65,886242.5052168657,>75%,5775110.031299854,50-75%,511530.1589303478,50-75%,6.75,4.0,1.2,0.526983231275954,0.216,0.013633446727575025,0,,0.0,6.75,0.0,0.0,0.0,-2.778216723894163
47,601171,1,2025-09-03,A,62.808329748298014,41-65,113610.7654391434,25-50%,466648.5965232936,25-50%,49861.43824651741,0-25%,9.25,13.0,21.3,1.1786227897673118,0.188,0.010480647360576188,0,,0.0,9.25,0.0,0.0,0.0,-2.778216723894163
48,428805,1,2025-09-03,A,56.23745916767575,41-65,57904.26812481364,0-25%,1628734.8761524777,50-75%,2246552.324231935,>75%,8.75,10.0,2.8,1.1098622073920152,0.166,0.004916124832100306,0,,0.0,8.75,0.0,0.0,0.0,-2.778216723894163
49,813250,1,2025-09-03,A,91.53434963623825,>65,62661.857549234905,0-25%,9152305.99594494,>75%,1398634.645149208,50-75%,4.25,8.5,27.9,3.733843998820465,0.067,0.000843075762884725,0,,0.0,4.25,0.0,0.0,0.0,-2.778216723894163
50,526683,1,2025-09-03,A,38.10239490408899,18-40,187624.1387889424,50-75%,779113.8707094059,25-50%,221265.30282562383,25-50%,10.25,10.25,9.6,13.319432819778315,0.221,0.012373594157514881,0,,0.0,10.25,0.0,0.0,0.0,-2.778216723894163
51,313410,1,2025-09-03,A,59.10989023056448,41-65,142356.54852128876,25-50%,3855022.9629438734,50-75%,2301717.8162694136,>75%,8.5,9.25,48.5,1.8989579110745376,0.195,0.005608384629133451,0,,0.0,8.5,0.0,0.0,0.0,-2.778216723894163
52,587036,1,2025-09-03,A,44.92384864536437,41-65,271016.76706148445,50-75%,1855624.1862265088,50-75%,296162.18234357267,25-50%,4.5,4.0,16.5,6.367270150794381,0.262,0.011367460442827328,0,,0.0,4.5,0.0,0.0,0.0,-2.778216723894163
53,516838,1,2025-09-03,A,86.03408350413531,>65,72421.50006901707,0-25%,4191605.453132778,50-75%,197154.78465654608,25-50%,13.25,6.75,40.5,1.1699369660474372,0.13,0.0009505151023325753,0,,0.0,13.25,0.0,0.0,0.0,-2.778216723894163
54,237470,1,2025-09-03,A,67.67070165523984,>65,114300.54291164748,25-50%,471262.9717852112,25-50%,215495.11172823657,25-50%,13.25,8.75,21.9,3.05503632325628,0.18,0.002855720151712254,0,,0.0,13.25,0.0,0.0,0.0,-2.778216723894163
55,248633,1,2025-09-03,A,55.19326853358301,41-65,243107.0443059687,50-75%,3075692.62522919,50-75%,1766148.107627724,>75%,4.5,10.5,32.8,5.4927184244051,0.202,0.008622665442777608,0,,0.0,4.5,0.0,0.0,0.0,-2.778216723894163
56,947784,1,2025-09-03,A,33.15084210662509,18-40,39470.30386494488,0-25%,16374.053296567708,0-25%,12308.725852260432,0-25%,10.5,6.5,26.5,11.391516017361113,0.246,0.015299355214522387,0,,0.0,10.5,0.0,0.0,0.0,-2.778216723894163
57,192095,1,2025-09-03,A,51.696798147502086,41-65,792601.9476875078,>75%,1547478.1119955685,50-75%,368749.4665338925,25-50%,5.75,7.5,147.6,0.770152094467565,0.218,0.021552756909280556,0,,0.0,5.75,0.0,0.0,0.0,-2.778216723894163
58,825519,1,2025-09-03,A,46.72464498773586,41-65,1932400.9613795376,>75%,194677.89765200147,0-25%,633449.5826862899,50-75%,8.5,14.0,68.6,0.2622130098370124,0.235,0.04240419945096883,0,,0.0,8.5,0.0,0.0,0.0,-2.778216723894163
59,881852,1,2025-09-03,A,45.051352963913466,41-65,294674.54102672066,50-75%,8201991.353855531,>75%,121518.33659133116,25-50%,10.75,12.75,27.7,3.817624314574583,0.184,0.029197464634195654,0,,0.0,10.75,0.0,0.0,0.0,-2.778216723894163
60,367278,1,2025-09-03,A,62.91833960131193,41-65,50185.92703236065,0-25%,86810.2807492855,0-25%,13373.070539404018,0-25%,9.75,4.5,17.6,1.0274709643623914,0.168,0.004941680152583142,0,,0.0,9.75,0.0,0.0,0.0,-2.778216723894163
61,881285,1,2025-09-03,A,54.7655855040293,41-65,202920.38190156943,50-75%,1398859.023352038,50-75%,6798910.992400323,>75%,6.5,13.5,15.5,15.82137541585342,0.19,0.004840147395955288,0,,0.0,6.5,0.0,0.0,0.0,-2.778216723894163
62,924330,1,2025-09-03,A,71.96725817666957,>65,126185.50002092028,25-50%,1497757.5280161295,50-75%,856145.2231807058,50-75%,5.0,9.5,46.0,0.1550987124272776,0.132,0.0036271791982626315,0,,0.0,5.0,0.0,0.0,0.0,-2.778216723894163
63,483185,1,2025-09-03,A,62.57659807465629,41-65,74665.15704188646,0-25%,320920.4530737734,0-25%,2575295.4431691337,>75%,6.0,10.0,78.4,0.5013429495463133,0.148,0.0033763040952495393,0,,0.0,6.0,0.0,0.0,0.0,-2.778216723894163
64,527252,1,2025-09-03,A,50.817427653349874,41-65,101213.74383254828,25-50%,86595.69585757444,0-25%,47592.0034965269,0-25%,6.0,13.25,1.2,10.33386665827686,0.251,0.015189943922746639,0,,0.0,6.0,0.0,0.0,0.0,-2.778216723894163
65,991963,1,2025-09-03,A,39.50615394341583,18-40,291238.3751278549,50-75%,765805.0845323873,25-50%,1818278.8304908653,>75%,11.5,10.25,27.2,1.645709770764083,0.221,0.011421250797012021,0,,0.0,11.5,0.0,0.0,0.0,-2.778216723894163
66,123617,1,2025-09-03,A,66.60801055729603,>65,190408.7258290176,50-75%,1062795.3527720976,25-50%,5586215.014614987,>75%,8.5,7.0,2.0,1.0302644087057329,0.139,0.002021494826593093,0,,0.0,8.5,0.0,0.0,0.0,-2.778216723894163
67,884721,1,2025-09-03,A,30.41964399123,18-40,35495.622600263494,0-25%,20417.698066062243,0-25%,12895.909727565044,0-25%,8.0,15.0,0.1,13.678906030912414,0.289,0.032471557154696885,0,,0.0,8.0,0.0,0.0,0.0,-2.778216723894163
68,681324,1,2025-09-03,A,76.07208375225991,>65,56824.66458264588,0-25%,145751.50159107518,0-25%,51571.46242178362,0-25%,8.5,4.75,71.6,3.047758135893909,0.116,0.0017009491248511568,0,,0.0,8.5,0.0,0.0,0.0,-2.778216723894163
69,359503,1,2025-09-03,A,84.36553573970895,>65,196149.88485355457,50-75%,18352987.973536137,>75%,1596587.2721369716,50-75%,9.75,9.25,9.9,8.226220559295681,0.082,0.0009006110093714187,0,,0.0,9.75,0.0,0.0,0.0,-2.778216723894163
70,830885,1,2025-09-03,A,51.95673470914862,41-65,276916.5655733064,50-75%,916257.9408954264,25-50%,390542.8714543525,25-50%,7.5,6.5,6.4,3.690648230039593,0.233,0.008283864071157518,0,,0.0,7.5,0.0,0.0,0.0,-2.778216723894163
71,908356,1,2025-09-03,A,48.23988003035492,41-65,818581.3083514243,>75%,851157.6106488875,25-50%,583983.3578879553,50-75%,7.0,6.0,3.5,0.4498288919927145,0.185,0.015982649219254047,0,,0.0,7.0,0.0,0.0,0.0,-2.778216723894163
72,406599,1,2025-09-03,A,58.36209741746512,41-65,35607.81237389307,0-25%,226992.8550100373,0-25%,106674.7960444626,0-25%,7.25,13.75,8.4,4.678720507027995,0.155,0.006286403457682753,0,,0.0,7.25,0.0,0.0,0.0,-2.778216723894163
73,309084,1,2025-09-03,A,89.62634605527411,>65,188732.59956162065,50-75%,9719296.4710898,>75%,305991.9183492919,25-50%,9.5,8.0,0.7,1.350929836740883,0.131,0.0011828917255132453,0,,0.0,9.5,0.0,0.0,0.0,-2.778216723894163
74,422210,1,2025-09-03,A,69.5047529999593,>65,221991.988811908,50-75%,5701682.60229966,50-75%,7600364.526731499,>75%,7.5,10.75,16.5,1.2521745030800826,0.157,0.0033655327623953886,0,,0.0,7.5,0.0,0.0,0.0,-2.778216723894163
75,218008,1,2025-09-03,A,56.60389888504963,41-65,1186919.352677866,>75%,17983635.51460924,>75%,4789264.393042699,>75%,10.0,8.0,40.0,5.229074880352799,0.17,0.006439790920822377,0,,0.0,10.0,0.0,0.0,0.0,-2.778216723894163
76,560662,1,2025-09-03,A,36.03832635390614,18-40,618418.3411590318,>75%,680879.2232464504,25-50%,200770.4883543767,25-50%,6.25,10.25,6.8,6.920595578446221,0.279,0.053775477359981234,0,,0.0,6.25,0.0,0.0,0.0,-2.778216723894163
77,460764,1,2025-09-03,A,49.69071081806508,41-65,278532.6224940285,50-75%,1808303.5670374152,50-75%,34578.514168643844,0-25%,12.25,7.25,24.5,2.33993626716041,0.237,0.0157266924337546,0,,0.0,12.25,0.0,0.0,0.0,-2.778216723894163
78,640755,1,2025-09-03,A,58.34673765654877,41-65,1894849.259505542,>75%,40966563.93947312,>75%,1435319.7175010494,50-75%,3.0,12.0,39.8,1.555479121368755,0.162,0.020446016087161272,0,,0.0,3.0,0.0,0.0,0.0,-2.778216723894163
79,249297,1,2025-09-03,A,59.90020226752121,41-65,340055.84513796377,50-75%,13855520.328234702,>75%,1542590.327316477,50-75%,13.75,10.5,35.2,6.387297883462629,0.178,0.003964457163914433,0,,0.0,13.75,0.0,0.0,0.0,-2.778216723894163
80,842873,1,2025-09-03,A,40.38644539780736,18-40,31267.25133435541,0-25%,100869.25418879076,0-25%,135403.55811483818,25-50%,10.5,5.0,15.0,1.0635330992615295,0.244,0.0075651442239365084,0,,0.0,10.5,0.0,0.0,0.0,-2.778216723894163
81,125507,1,2025-09-03,A,50.63432668389006,41-65,107348.44580675702,25-50%,183862.48098101388,0-25%,37576.76783703853,0-25%,3.25,3.75,43.7,4.2096105816290805,0.195,0.017713064347299926,0,,0.0,3.25,0.0,0.0,0.0,-2.778216723894163
82,715181,1,2025-09-03,A,34.671354399571854,18-40,104422.82508364996,25-50%,485007.2435444307,25-50%,171240.11570990455,25-50%,6.5,3.0,9.6,14.253065952747264,0.264,0.011761869343976926,0,,0.0,6.5,0.0,0.0,0.0,-2.778216723894163
83,881063,1,2025-09-03,A,57.00648519926722,41-65,35768.249907046986,0-25%,153456.06616058692,0-25%,44107.23918343322,0-25%,8.75,10.5,38.3,5.622387192699891,0.249,0.007521012226579595,0,,0.0,8.75,0.0,0.0,0.0,-2.778216723894163
84,473011,1,2025-09-03,A,54.73911726830679,41-65,103993.4836234262,25-50%,2246855.0278781904,50-75%,838420.2982147513,50-75%,7.5,14.5,1.5,4.668044186592375,0.189,0.00778942268667393,0,,0.0,7.5,0.0,0.0,0.0,-2.778216723894163
85,767858,1,2025-09-03,A,26.61473894978784,18-40,389153.801244536,50-75%,2360700.722237288,50-75%,176615.5629844165,25-50%,7.5,5.0,12.7,1.3659264255433652,0.25,0.041883632836666435,0,,0.0,7.5,0.0,0.0,0.0,-2.778216723894163
86,251199,1,2025-09-03,A,84.48396778283714,>65,127143.60742178242,25-50%,1723812.657133531,50-75%,491079.23587566224,25-50%,10.25,5.5,5.5,3.716351865598338,0.101,0.0010843659903944512,0,,0.0,10.25,0.0,0.0,0.0,-2.778216723894163
87,504109,1,2025-09-03,A,63.11291843980672,41-65,86346.4082903811,0-25%,1250642.0766906163,50-75%,481438.5180067757,25-50%,7.5,7.75,33.8,8.915256088686887,0.177,0.004476336940604983,0,,0.0,7.5,0.0,0.0,0.0,-2.778216723894163
88,211434,1,2025-09-03,A,68.15251361917866,>65,360452.4929545072,50-75%,6913886.084216073,>75%,870894.9474574262,50-75%,9.5,2.75,4.8,1.7901890260113786,0.183,0.0036293768150084255,0,,0.0,9.5,0.0,0.0,0.0,-2.778216723894163
89,863110,1,2025-09-03,A,50.179862555175696,41-65,929663.6178372492,>75%,1460500.1801869066,50-75%,1857053.10981303,>75%,6.0,8.5,22.8,1.8745332866341915,0.17,0.021898788341965108,0,,0.0,6.0,0.0,0.0,0.0,-2.778216723894163
90,591875,1,2025-09-03,A,71.47089186979511,>65,104694.6397836076,25-50%,989016.1564924784,25-50%,906830.5372151053,50-75%,7.25,8.75,19.2,9.672401421567324,0.171,0.0028087072375405234,0,,0.0,7.25,0.0,0.0,0.0,-2.778216723894163
91,554808,1,2025-09-03,A,64.45649278271262,41-65,141298.25066672522,25-50%,460541.35047214257,25-50%,13232.68147225236,0-25%,8.75,9.0,24.3,0.6191995470127224,0.161,0.014271506752618021,0,,0.0,8.75,0.0,0.0,0.0,-2.778216723894163
92,959277,1,2025-09-03,A,48.93925118490387,41-65,114671.52453801206,25-50%,40804.17072803892,0-25%,4380.93163930244,0-25%,7.25,8.25,24.6,2.829434244495081,0.203,0.033769212936359976,0,,0.0,7.25,0.0,0.0,0.0,-2.778216723894163
93,164547,1,2025-09-03,A,35.83284181536758,18-40,291945.51239868795,50-75%,17293791.339920796,>75%,258583.8372521073,25-50%,13.0,10.25,36.3,1.0441443862004762,0.222,0.020888952942671752,0,,0.0,13.0,0.0,0.0,0.0,-2.778216723894163
94,330702,1,2025-09-03,A,42.75294156965919,41-65,126526.87860479749,25-50%,289725.33366911835,0-25%,39834.52535397793,0-25%,6.25,1.0,149.8,2.9062131181097755,0.253,0.011753062181308992,0,,0.0,6.25,0.0,0.0,0.0,-2.778216723894163
95,667638,1,2025-09-03,A,45.23057551148485,41-65,282399.12940362643,50-75%,512460.8894441152,25-50%,201699.95198445764,25-50%,10.75,5.5,57.0,33.00932560615467,0.183,0.005848388759927488,0,,0.0,10.75,0.0,0.0,0.0,-2.778216723894163
96,948865,1,2025-09-03,A,68.53262784694073,>65,147391.44491769883,25-50%,967476.0322901802,25-50%,1453021.3299963884,50-75%,3.5,15.75,11.2,4.308306441221875,0.149,0.003972689532271295,0,,0.0,3.5,0.0,0.0,0.0,-2.778216723894163
97,985475,1,2025-09-03,A,61.67152352683673,41-65,1909714.389181064,>75%,4539368.343257512,50-75%,3342472.9762345403,>75%,9.75,8.25,36.2,3.9702219452908256,0.199,0.00691242537994005,0,,0.0,9.75,0.0,0.0,0.0,-2.778216723894163
98,470833,1,2025-09-03,A,42.63362858978174,41-65,137115.9457174034,25-50%,437365.755408391,25-50%,101155.82030598816,0-25%,8.25,5.0,0.8,0.1784316624414165,0.234,0.014424212864630566,0,,0.0,8.25,0.0,0.0,0.0,-2.778216723894163
99,756619,1,2025-09-03,A,50.86873321084259,41-65,459527.7628616309,50-75%,2071280.151019744,50-75%,1777787.0104991093,>75%,4.75,8.25,23.1,5.195897299727533,0.221,0.014493217593761083,0,,0.0,4.75,0.0,0.0,0.0,-2.778216723894163
100,520826,1,2025-09-03,A,38.63712136986816,18-40,246714.57403017025,50-75%,1069227.0941785765,25-50%,270132.43382479134,25-50%,6.25,6.25,31.8,10.860372261664368,0.245,0.013217301044971678,0,,0.0,6.25,0.0,0.0,0.0,-2.778216723894163
101,963541,1,2025-09-03,A,53.15665981321573,41-65,1342043.688177168,>75%,11772084.686534826,>75%,1083216.7049643982,50-75%,10.0,2.5,13.5,7.309684104919095,0.167,0.011186363893011062,0,,0.0,10.0,0.0,0.0,0.0,-2.778216723894163
102,838569,1,2025-09-03,A,45.74091947229006,41-65,289767.0807587554,50-75%,184788.0004607344,0-25%,31443.81373708964,0-25%,7.25,6.75,23.3,9.03980273394501,0.209,0.016867054764444996,0,,0.0,7.25,0.0,0.0,0.0,-2.778216723894163
103,452619,1,2025-09-03,A,70.76287178983678,>65,51364.052328933845,0-25%,17141.033141902455,0-25%,5642.844741503903,0-25%,2.75,2.75,1.7,2.9718830492543677,0.177,0.003991516164757215,0,,0.0,2.75,0.0,0.0,0.0,-2.778216723894163
