,id,age,income,net_worth,retirement_balance
51,104,52.0,191105.21042199997,484280.0,406720.0
52,105,53.0,205373.24649,726920.0,187200.0
53,106,77.0,1002437.6252999998,26298580.0,800000.0
54,108,52.0,93606.9639278,1077300.0,74000.0
55,109,76.0,3893444.3887800006,130867400.0,24026000.0
56,110,40.0,5501841.18238,12156200.0,872000.0
57,111,81.0,650492.7354679999,12770680.0,10000000.0
58,112,56.0,75123.371743,698300.0,958000.0
59,115,47.0,80744.1132264,129634.0,92000.0
60,116,62.0,99227.7054112,380586.0,303200.0
61,117,65.0,6200110.22042,26525000.0,13289600.0
62,118,24.0,36967.18436880001,1808.0,4076.0
63,119,48.0,10692379.759399999,66093874.0,6240800.0
64,124,74.0,52964.679359,306550.0,233400.0
65,126,37.0,91445.1402808,206740.0,66800.0
66,127,52.0,98579.158316,139060.0,58800.0
67,128,52.0,2151014.52906,18374000.0,4145600.0
68,130,62.0,438850.2004,1565600.0,1240000.0
69,131,32.0,86905.3106212,271840.0,150800.0
70,133,64.0,558831.412824,34252900.0,600000.0
71,134,79.0,12287805.6112,398298400.0,24616000.0
72,135,50.0,921585.4208460001,7618940.0,4384000.0
73,136,45.0,210777.80561,507660.0,940000.0
74,138,71.0,153273.296594,1478420.0,80000.0
75,140,47.0,43236.472946,95376.0,3200.0
76,141,22.0,31346.442885999997,26490.0,10480.0
77,142,53.0,551265.03006,4800800.0,770000.0
78,145,40.0,28536.0721442,4520.0,3000.0
79,149,28.0,135546.342688,281830.0,160000.0
80,152,69.0,200833.41682999997,11389782.0,20984000.0
81,153,77.0,75663.827655,594680.0,200000.0
82,155,63.0,19707184.3688,246906700.0,7780000.0
83,156,76.0,107658.817632,101960.0,20000.0
84,158,78.0,46911.5731462,981200.0,410400.0
85,161,45.0,252933.36672999998,874230.0,460800.0
86,162,67.0,120197.39479,1174646.0,622000.0
87,164,62.0,1889433.8677400001,31329200.0,1034000.0
88,165,39.0,83014.02805619998,237680.0,126000.0
89,167,87.0,47000207.9158,674068060.0,60504000.0
90,168,68.0,514557.26453,46991660.0,3223600.0
91,169,41.0,587799.849698,3712960.0,3083200.0
92,170,31.0,124304.85972,630060.0,188000.0
93,171,54.0,90580.4108214,251660.0,178400.0
94,172,50.0,118900.3006,218346.0,32200.0
95,173,58.0,3986402.8056199998,97131400.0,4708400.0
96,174,74.0,470196.6432899999,17370200.0,7268000.0
97,176,63.0,629523.0460920001,4484280.0,5106000.0
98,177,64.0,100957.16432800001,1676700.0,886400.0
99,178,50.0,103335.170342,290400.0,143600.0
100,180,79.0,5277876.252520001,62709840.0,12400000.0
101,181,21.0,26374.248497200002,11380.0,4880.0
102,182,61.0,1621367.7354599999,77655160.0,8652000.0
103,184,52.0,837706.6633260001,10558900.0,6378000.0
104,186,52.0,59450.150301,28700.0,54000.0
105,189,69.0,47560.12024,152600.0,161600.0
106,191,73.0,116306.112224,1026734.0,579200.0
107,197,63.0,2797399.7995599997,13480680.0,300000.0
108,198,52.0,279956.16232,1244740.0,1420000.0
109,201,75.0,2617319.8898,25869380.0,1900000.0
110,202,43.0,225262.02404999998,478342.0,124800.0
111,203,76.0,74042.45992,457296.0,210000.0
112,204,73.0,97930.61122240001,1003200.0,1321000.0
113,205,62.0,77393.28657319999,379100.0,395200.0
114,207,54.0,1180355.71142,12906600.0,3882400.0
115,208,56.0,156732.21443,1053920.0,874000.0
116,209,67.0,23347.695391000005,1312060.0,540800.0
117,211,41.0,69178.356713,210200.0,58000.0
118,212,59.0,271576.933866,2079836.0,1527800.0
119,214,61.0,472790.831664,11415660.0,700000.0
120,215,74.0,4952478.5571,66164080.0,9342400.0
121,220,33.0,226991.48297,271947.0,108400.0
122,222,75.0,55991.232464999994,263686.0,240800.0
123,223,62.0,986872.494988,132357160.0,98000.0
124,224,50.0,70259.268537,724960.0,181000.0
125,226,41.0,794254.008016,2552100.0,2874000.0
126,228,39.0,129925.60120399999,536000.0,612000.0
127,233,58.0,3798324.1483000005,60929800.0,5262800.0
128,236,79.0,201698.14629200002,4734644.0,5982000.0
129,237,70.0,156948.396794,1310170.0,581600.0
130,240,70.0,383291.332662,5711840.0,6766000.0
131,242,36.0,125818.136272,651260.0,405200.0
132,243,62.0,19456.412826,48230.0,10240.0
133,244,50.0,68097.44489,396066.0,692.0
134,248,52.0,346107.965932,2751900.0,425200.0
135,249,59.0,56207.41483,384400.0,77600.0
136,251,52.0,349999.248496,2905200.0,3142000.0
137,253,43.0,35237.7254508,12920.0,4000.0
138,254,64.0,224829.659318,4363140.0,1800000.0
139,257,26.0,20753.5070138,7518.0,516.0
140,258,58.0,275632.51503,3646000.0,2000000.0
141,259,56.0,1415994.489,5395800.0,1200000.0
142,262,39.0,55126.503006,20222.0,38000.0
143,265,79.0,31102589.1784,360606840.0,1934000.0
144,266,64.0,242772.795592,282700.0,132000.0
145,270,68.0,544131.0120260001,29525500.0,780800.0
146,271,38.0,35453.9078154,52570.0,60400.0
147,272,37.0,631252.50501,2984120.0,1090000.0
148,273,61.0,81068.386774,194100.0,116000.0
149,274,73.0,92958.416834,940860.0,910400.0
150,276,61.0,217263.276552,2597240.0,1510400.0
151,279,31.0,97282.064128,677140.0,54000.0
152,281,55.0,187430.11021800002,1957200.0,600000.0
153,284,90.0,51883.767535,848020.0,69800.0
154,285,65.0,97282.064128,464040.0,360000.0
155,288,59.0,37831.913828,298800.0,1600.0
156,289,72.0,124425921.84199998,186045080.0,644800.0
157,292,59.0,123440.130264,1197497.0,1570020.0
158,295,50.0,464792.08417,3174600.0,1200000.0
159,299,41.0,286441.63327,303260.0,200000.0
160,303,64.0,67881.2625252,144300.0,288000.0
161,304,61.0,89715.681363,304108.0,14000.0
162,305,67.0,228720.94188400003,6949980.0,4030000.0
163,311,64.0,6852980.961920001,242636000.0,5056800.0
164,312,64.0,88202.4048094,751880.0,281400.0
165,314,64.0,412475.951902,3927282.0,1116800.0
166,316,51.0,75663.827655,30010.0,18000.0
167,317,44.0,116738.47695,368888.0,110800.0
168,318,77.0,143328.907818,675280.0,1508000.0
169,319,35.0,41290.83166319999,2890.2,5000.0
170,320,65.0,1839711.92386,48140900.0,924800.0
171,322,61.0,235854.959924,4005400.0,3562800.0
172,324,49.0,31994.9899798,2434064.0,2207200.0
173,326,26.0,103767.53507,6700.0,8000.0
174,328,45.0,30265.531062000002,44760.0,21640.0
175,330,56.0,71340.180361,33838.0,11520.0
176,331,83.0,1638446.1423,41253000.0,6950000.0
177,332,71.0,738911.322654,10364400.0,2806000.0
178,336,71.0,3621054.6092,41482472.0,1300000.0
179,338,42.0,8433274.0481,24016600.0,419200.0
180,339,49.0,46479.208417,79520.0,60000.0
181,340,34.0,115657.56513,259440.0,94000.0
182,341,38.0,71123.99799580002,42978.0,73600.0
183,342,34.0,325354.458918,619248.0,336776.0
184,344,51.0,54045.59118199999,682860.0,600000.0
185,346,40.0,118900.3006,1610260.0,42000.0
186,347,85.0,290981.462924,3418582.0,578000.0
187,348,39.0,125385.77154000002,419426.0,314760.0
188,350,43.0,661734.2184380001,3543834.0,2028400.0
189,351,64.0,2250458.4168399996,20327200.0,6100000.0
190,352,74.0,222884.01803599996,1221000.0,1160000.0
191,353,34.0,24860.971943999997,83340.0,16000.0
192,354,65.0,3495668.8376599997,21078880.0,3700000.0
193,357,80.0,462630.26052,20491784.0,1400000.0
194,358,55.0,1666766.0320599999,8770700.0,104000.0
195,360,63.0,103551.35270640001,216300.0,240000.0
196,363,25.0,54477.955911599995,7594.0,3796.0
197,366,68.0,110253.00600999998,309960.0,252000.0
198,367,65.0,63773.797595,420482.0,120000.0
199,369,29.0,129709.41883999998,332684.0,188920.0
200,370,77.0,4029423.0961600007,115528200.0,10200000.0
201,371,82.0,1422479.95992,77108340.0,4415600.0
202,375,51.0,1407347.1943599998,922300.0,322000.0
203,378,74.0,135978.707416,699180.0,540000.0
204,379,29.0,427608.71743600006,475980.0,538000.0
205,380,32.0,1176032.06414,19515200.0,232000.0
206,381,68.0,10279471.442859998,215561954.0,909200.0
207,384,36.0,90796.593186,87520.2,170800.0
208,385,38.0,43236.472946,513560.0,15640.0
209,386,47.0,279739.979956,1917840.0,24000.0
210,387,59.0,687243.737476,29343100.0,2000000.0
211,390,26.0,69610.72144259998,11570.0,36380.0
212,393,63.0,199103.957914,3759620.0,890000.0
213,394,35.0,67016.533066,61200.0,26000.0
214,396,73.0,2862254.50902,114289600.0,6080000.0
215,397,71.0,4743041.08216,170375200.0,4326400.0
216,398,46.0,229801.853706,773260.0,300760.0
217,399,70.0,106145.541084,756920.0,674000.0
218,401,56.0,254879.008018,1678738.0,474800.0
219,402,66.0,168189.879758,1145332.0,338400.0
220,404,63.0,525106.9639259999,14256200.0,2144000.0
221,405,69.0,273470.69138399995,3585040.0,750000.0
222,406,52.0,1143604.7094,6235400.0,4500000.0
223,409,71.0,4260954.4088,99295200.0,5200000.0
224,413,74.0,8722958.41686,171183860.0,500000.0
225,415,53.0,282117.98597,4559920.0,720000.0
226,417,94.0,446632.765534,12125000.0,580000.0
227,421,53.0,378319.13828,3268300.0,1600000.0
228,422,52.0,97282.064128,342000.0,6000.0
229,423,65.0,187430.11021800002,2299948.0,3123200.0
230,424,73.0,74582.915832,822300.0,871000.0
231,429,69.0,449010.771544,4115000.0,5150000.0
232,430,73.0,261364.47895999998,10056700.0,38000.0
233,431,62.0,79338.92785559999,367922.0,6000.0
234,432,84.0,623037.5751499999,8585880.0,6000000.0
235,433,47.0,61611.973948,4214.0,3000.0
236,434,72.0,17692364.7294,118262120.0,1336400.0
237,435,63.0,428689.629262,2018820.0,1910200.0
238,436,60.0,84311.122244,25282.0,132800.0
239,437,69.0,3361635.7715399996,80843900.0,1300000.0
240,438,61.0,14276683.366600001,205966220.0,3334800.0
241,441,49.0,58153.05611220001,181940.0,24000.0
242,445,71.0,77393.2865734,644540.0,250000.0
243,446,31.0,54045.59118199999,69334.0,120000.0
244,447,53.0,216182.36472999997,519360.0,588400.0
245,448,65.0,90148.0460922,1963258.0,640000.0
246,449,57.0,4699804.609240001,51459400.0,3128400.0
247,452,58.0,186997.74549,1104100.0,1375200.0
248,453,42.0,153489.47896,146080.0,174800.0
249,454,69.0,44317.3847694,122010.0,3520.0
250,455,40.0,117819.38878,178820.0,40000.0
251,458,42.0,757503.0060139999,9264900.0,2318000.0
252,459,38.0,81068.38677340001,147614.0,78000.0
253,461,63.0,74582.9158316,3253000.0,550000.0
254,462,57.0,1655956.91382,12170000.0,3000000.0
255,463,28.0,111333.91783999998,367466.0,255600.0
256,465,73.0,707132.51503,13536000.0,1000000.0
257,466,65.0,39993.737475,299600.0,122840.0
258,468,70.0,1597587.67534,47864006.0,5000000.0
259,469,56.0,132735.971944,257558.0,80800.0
260,470,25.0,64854.709419,22296.0,2920.0
261,472,54.0,142291232.46600002,323102360.0,1938400.0
262,473,39.0,205373.24649,875800.0,600000.0
263,474,41.0,371617.48497,742966.0,110640.0
264,478,27.0,62692.885771999994,80900.0,40000.0
265,480,80.0,424582.16432999994,8179500.0,4060000.0
266,481,43.0,97282.064128,137260.0,6000.0
267,482,50.0,6550325.65128,136768940.0,996000.0
268,483,53.0,1005247.996,4438250.0,3214000.0
269,484,69.0,245993.91282599996,6151640.0,3914800.0
270,485,57.0,139437.62525,324200.0,300000.0
271,486,49.0,208183.617232,666692.0,673800.0
272,489,37.0,91877.50501,112634.0,4868.0
273,492,31.0,113495.74148200001,119778.0,20000.0
274,494,52.0,319949.8998,1246000.0,720000.0
275,495,28.0,92309.86973959999,263000.0,102000.0
276,497,42.0,237800.6012,558874.0,560000.0
277,498,56.0,336812.124248,3249120.0,2655600.0
278,499,35.0,58369.238477,9076.0,40000.0
279,502,56.0,16890328.156400003,81412020.0,6350800.0
280,503,48.0,316707.16432800004,1202432.0,245240.0
281,504,91.0,67146.2424846,6577420.0,278000.0
282,507,71.0,75663.82765559999,969750.0,490000.0
283,509,43.0,799010.020044,3135200.0,2735200.0
284,514,61.0,75663.827655,1474600.0,1825600.0
285,516,60.0,163650.05009799998,1253800.0,700000.0
286,520,47.0,94687.87575139999,207460.0,86000.0
287,521,62.0,120413.57715400001,203540.0,38000.0
288,522,66.0,118900.3006,1538302.0,34000.0
289,523,52.0,129709.41883999998,117370.0,60000.0
290,524,43.0,73502.004008,85641.0,21440.0
291,526,21.0,55775.05010040001,206400.0,11400.0
292,527,53.0,57288.32665299999,246060.0,77200.0
293,529,42.0,113928.10621199998,20664.0,117560.0
294,530,40.0,1180355.7114399998,17946610.0,592000.0
295,531,37.0,135330.160324,165189.0,136000.0
296,534,63.0,219641.282564,896350.0,943200.0
297,535,39.0,89715.681363,271640.0,410000.0
298,536,57.0,81068.386774,131110.0,173600.0
299,538,59.0,108091.18236,1018800.0,868000.0
300,539,48.0,135113.97796,249008.0,112000.0
301,540,41.0,146355.460924,73590.0,79600.0
302,543,78.0,44533.5671342,843694.0,314800.0
303,544,60.0,953364.2284600001,25004800.0,3020000.0
304,545,84.0,308059.86974,4694300.0,2600000.0
305,546,65.0,207102.70541,7475306.0,7100000.0
306,548,69.0,77436523.0462,692575600.0,4152400.0
307,549,89.0,54586.0470944,583500.0,68000.0
308,550,53.0,86040.58116239999,739348.0,463600.0
309,551,67.0,18159.3186374,1020200.0,100000.0
310,552,31.0,63557.6152306,1744820.0,174000.0
311,553,58.0,286441.63327,959400.0,1104000.0
312,555,77.0,447819606.7139999,1458128400.0,296400000.0
313,556,73.0,172340.581164,1686000.0,300000.0
314,558,27.0,162785.320642,363716.0,100000.0
315,559,43.0,74366.733467,27360.0,156.0
316,560,69.0,154570.39078,3310000.0,239600.0
317,561,54.0,284279.80962,960060.0,749200.0
318,562,58.0,110916685.876,383281880.0,7712000.0
319,563,46.0,273038.32665199996,2642952.0,550000.0
320,566,50.0,9784413.827659998,46481400.0,931200.0
321,567,38.0,151327.65531,277786.0,80000.0
322,570,65.0,2449346.1924,121887480.0,4711600.0
323,572,40.0,170567.88577,189032.0,197200.0
324,573,79.0,161782839.782,1207399400.0,14204800.0
325,574,56.0,94904.0581156,210514.0,64800.0
326,575,53.0,2652557.61522,14191000.0,2740000.0
327,576,73.0,2705522.2945999997,62354206.0,4024000.0
328,579,46.0,559263.777556,2475824.0,317600.0
329,580,69.0,188511.02204400004,693120.0,15240.0
330,582,85.0,38458.8426854,176000.0,134000.0
331,584,70.0,86040.5811622,906820.0,162000.0
332,585,78.0,170784.068136,3912240.0,1930000.0
333,591,66.0,74366.73346699998,1697200.0,84000.0
334,592,54.0,834463.92786,2650400.0,4000000.0
335,596,66.0,349999.248496,16366220.0,6100000.0
336,598,57.0,270227.95591,15261.0,208000.0
337,601,60.0,11533329.158200001,126917140.0,8185120.0
338,602,39.0,543050.100198,1297000.0,900000.0
339,604,73.0,365348.19639,8212200.0,4050000.0
340,605,36.0,42587.9258518,1300.0,8000.0
341,606,59.0,1331683.3667199998,14121000.0,360000.0
342,610,46.0,111333.91783999998,750782.0,743200.0
343,615,79.0,477114.47895799996,17592600.0,400000.0
344,617,51.0,1139929.6091800001,14851148.0,5428800.0
345,618,61.0,2254782.06412,16476000.0,4700000.0
346,619,68.0,23202853.206600003,160985600.0,2128000.0
347,620,67.0,152949.02305,728538.0,429000.0
348,621,50.0,196725.9519,1323020.0,1710000.0
349,624,48.0,37831.913828,49300.0,69600.0
350,625,66.0,516459.669338,21274180.0,600000.0
351,626,76.0,24082.715430799995,1049680.0,70000.0
352,630,44.0,261580.66132,1025461.0,800000.0
353,632,74.0,46479.2084166,659400.0,330000.0
354,633,24.0,43236.472946,21030.0,700.0
355,634,41.0,86472.945892,12492.0,22600.0
356,636,81.0,86405.92935839998,1709014.0,201200.0
357,637,47.0,194564.12826,2259246.0,324000.0
358,638,65.0,91877.50501,29050.0,50000.0
359,639,35.0,147652.555112,413240.0,438000.0
360,640,67.0,126899.04809400001,1153520.0,440000.0
361,642,63.0,270227.95591,1908400.0,300000.0
362,643,22.0,45398.296593,34362.0,9804.0
363,644,73.0,4878111.82366,85609200.0,2780400.0
364,647,71.0,147652.555112,2848420.0,1860000.0
365,648,45.0,1257100.450884,3052000.0,450000.0
366,653,44.0,272173.597196,2825420.0,3714000.0
367,654,37.0,292494.73947800003,2245634.0,1911600.0
368,655,48.0,93174.5991974,642640.0,6000.0
369,657,71.0,126466.68336599998,2734610.0,2835600.0
370,658,57.0,49721.943888,81680.0,96000.0
371,661,66.0,583476.202408,18895800.0,3599200.0
372,662,46.0,353890.53106400004,1477220.0,928000.0
373,663,74.0,145490.731462,1428980.0,1354000.0
374,667,56.0,172945.89178,866300.0,118000.0
375,668,25.0,116738.47695199998,811602.0,48000.0
376,673,64.0,392154.80961600004,2745800.0,1200000.0
377,674,74.0,290981.462924,2338640.0,1840000.0
378,675,67.0,90796.593186,5733000.0,400000.0
379,676,50.0,1318712.4248,5788000.0,3332800.0
380,677,44.0,727453.65731,2667330.0,1324800.0
381,678,69.0,536499.77455,43245400.0,2642000.0
382,681,72.0,278010.521042,64566946.0,264800.0
383,682,62.0,1141442.88578,4068000.0,3443600.0
384,683,52.0,65935.621242,178880.0,37360.0
385,686,61.0,239530.06011999998,2988380.0,2960000.0
386,689,65.0,2881710.9218,68909800.0,1110000.0
387,690,70.0,536132.26453,9290600.0,3404000.0
388,692,43.0,235422.595194,758560.0,904400.0
389,693,69.0,2641748.4969800003,30485400.0,10200000.0
390,694,68.0,51883.767535,20666.0,7332.0
391,695,64.0,1189003.006,14288080.0,6608000.0
392,697,70.0,43236.472945999994,401800.0,85600.0
393,699,38.0,169486.97394599998,32840.0,12000.0
394,700,80.0,444038.577156,132578920.0,646400.0
395,701,80.0,145923.096192,3782060.0,726000.0
396,702,77.0,97930.6112228,1276100.0,600000.0
397,703,60.0,73502.004008,153216.2,365200.0
398,704,38.0,71772.5450902,28340.0,24000.0
399,713,43.0,81068.386774,272176.0,33600.0
400,714,60.0,1262721.19238,15704128.0,2080000.0
401,715,72.0,66367.98597200001,619580.0,435200.0
402,716,74.0,965470.44088,6685300.0,2376000.0
403,717,60.0,161920.591182,1049000.0,400000.0
404,718,55.0,68313.6272544,188400.0,395600.0
405,719,23.0,17943.1362726,202257.0,1180.0
406,720,55.0,84743.4869736,402090.0,64000.0
407,722,44.0,275632.51503,14537800.0,2072000.0
408,723,56.0,281253.256514,3137700.0,3482000.0
409,724,26.0,112414.82966,78942.0,23320.0
410,725,72.0,8984539.07816,143113680.0,7640000.0
411,726,85.0,291130628.758,1942561400.0,990800.0
412,731,52.0,79771.2925852,90994.0,8000.0
413,735,27.0,76096.19238460001,93060.0,41920.0
414,737,75.0,71772.5450902,182106.0,4000.0
415,738,71.0,158677.855714,739100.0,543600.0
416,739,61.0,216182.36472999997,901740.0,219600.0
417,740,54.0,34589.178357,8050.0,1300.0
418,741,69.0,189159.56914,901040.0,184000.0
419,742,61.0,1448421.84368,11766940.0,1824800.0
420,745,41.0,2918461.9238,11763500.0,2040400.0
421,747,39.0,87986.22244459999,111226.0,61200.0
422,748,72.0,578071.6432840001,22169244.0,2355600.0
423,749,59.0,861270.541082,6201500.0,2601000.0
424,750,37.0,553426.85371,2368530.0,400000.0
425,751,75.0,231315.13026,2724200.0,351200.0
426,753,59.0,81933.1162324,430710.0,380000.0
427,755,66.0,182674.0982,1778880.0,1570400.0
428,756,44.0,189591.933868,1307600.0,1661600.0
429,757,79.0,9099548.0962,66624420.0,902400.0
430,758,65.0,1027730.96192,44708600.0,1146400.0
431,760,34.0,162569.13827599998,887690.0,600000.0
432,761,64.0,18883529.5592,249113200.0,3352000.0
433,763,48.0,382426.603204,1434800.0,702400.0
434,764,51.0,168622.244488,933280.0,565200.0
435,766,49.0,1256235.72146,14110000.0,5032800.0
436,767,67.0,182241.73346800002,160500.0,250000.0
437,769,66.0,48122.19438859999,314818.2,28800.0
438,770,43.0,21834.4188378,2924300.0,820000.0
439,771,61.0,35453.9078154,270200.0,60000.0
440,772,70.0,80636.02204440002,822660.0,636000.0
441,773,38.0,162136.77355,1266000.0,440000.0
442,775,32.0,95552.6052112,152560.0,13080.0
443,776,64.0,91877.50501,387780.0,50000.0
444,777,81.0,186565.380762,1878060.0,525600.0
445,779,36.0,255959.919836,2015020.0,1122800.0
446,780,79.0,7243406.312620001,224590520.0,9723200.0
447,781,63.0,77393.2865734,601900.0,182000.0
448,782,29.0,122143.03607,36680.0,32000.0
449,784,43.0,229153.30661,546016.0,548000.0
450,785,40.0,248609.71944,731362.0,523200.0
451,786,30.0,116522.294586,46434.0,20000.0
452,787,71.0,1552189.37878,9338200.0,7270000.0
453,788,53.0,843975.951902,3829120.0,523200.0
454,789,67.0,503488.727456,4754962.0,2313680.0
455,791,61.0,129925.60120399999,786900.0,962000.0
456,793,42.0,132735.97194400002,170780.0,94000.0
457,794,71.0,118900.3006,258464.0,67600.0
458,797,61.0,184835.92184,1267782.0,496000.0
459,798,52.0,157596.94388600002,624280.0,960.0
460,799,69.0,386966.43287,3139100.0,220000.0
461,800,69.0,132087.42485,5540000.0,240000.0
462,801,40.0,54045.59118199999,10640.0,7680.0
463,803,80.0,58477.3296592,677974.0,230000.0
464,804,65.0,34805.36072139999,186600.0,88800.0
465,805,63.0,1246637.22444,4705200.0,400000.0
466,806,37.0,329461.923846,489880.0,130000.0
467,807,64.0,92742.23446879999,1308080.0,408000.0
468,811,45.0,44317.38477,253430.0,4000.0
469,813,49.0,1613585.1703300003,88830600.0,2115600.0
470,814,52.0,3804809.6192,26096000.0,5874000.0
471,815,57.0,129709.41883999998,1258100.0,124000.0
472,816,41.0,136194.88978000003,663820.0,332000.0
473,817,28.0,64854.709419,34074.0,20000.0
474,819,66.0,16008304.108399998,891768600.0,15891600.0
475,822,80.0,65935.6212422,4816740.0,732000.0
476,824,44.0,108307.364726,397600.0,70000.0
477,825,65.0,696971.943888,6355736.0,1994000.0
478,826,60.0,998330.160322,10745578.0,4592000.0
479,828,77.0,1559971.9438999998,114128960.0,1176800.0
480,829,67.0,1348977.95594,37292400.0,5864000.0
481,831,63.0,3493507.0140399993,81984100.0,3000000.0
482,832,38.0,157380.76152200002,523152.0,191200.0
483,833,61.0,112414.82966,218450.0,258000.0
484,834,40.0,109388.27655200001,435656.0,132000.0
485,836,45.0,90796.593186,162762.0,252000.0
486,844,41.0,707132.515034,3264300.0,770000.0
487,846,67.0,108955.91182360002,1284496.0,314000.0
488,848,58.0,86472.945892,1640000.0,1760000.0
489,850,70.0,34589.178357,1260500.0,817200.0
490,855,52.0,65503.2565128,74802.0,3856.0
491,857,85.0,1163061.1222,8838100.0,800000.0
492,858,39.0,404693.38677199994,15743380.0,32000.0
493,860,39.0,1045890.28054,2311460.0,1303400.0
494,866,82.0,483167.58517,14788200.0,9900000.0
495,867,55.0,81500.75150320001,139880.0,11000.0
496,868,64.0,1885110.22046,21293600.0,304400.0
497,870,33.0,103551.352706,476894.0,22400.0
498,873,56.0,3203822.64528,62797440.0,3200000.0
499,876,45.0,232396.04207999998,539270.0,7848.0
500,878,70.0,52316.1322646,566200.0,400.0
501,879,86.0,129060.87174200002,1994060.0,400000.0
502,881,24.0,74150.55110219998,108282.0,800.0
503,882,62.0,193483.216434,7881820.0,1500000.0
504,883,22.0,70259.268537,123114.0,42000.0
505,884,62.0,138356.71343,1532500.0,1145800.0
506,885,48.0,204508.51703599998,1316720.0,180000.0
507,886,57.0,88202.4048094,710910.0,504000.0
508,894,78.0,92982.1968936,992700.0,167000.0
509,895,34.0,187213.927854,702200.0,460000.0
510,897,52.0,28103.707415,3311100.0,200.0
511,899,64.0,239746.242486,1326080.0,1549200.0
512,900,61.0,567046.3426859999,3044600.0,2070000.0
513,902,70.0,416151.0521,8651000.0,1200000.0
514,903,73.0,1266828.6573,16469600.0,11440000.0
515,904,65.0,557534.318638,4059400.0,2256400.0
516,905,44.0,177269.53908,46200.0,64000.0
517,906,75.0,946014.028056,96212260.0,2025200.0
518,908,74.0,96374.09819660001,923410.0,254000.0
519,910,41.0,178998.99799799998,185178.0,120000.0
520,913,61.0,235638.777556,16396400.0,3680000.0
521,915,59.0,97282.064128,541850.0,400000.0
522,916,53.0,127331.412824,1079280.0,647600.0
523,918,44.0,69826.9038074,122200.0,85280.0
524,919,67.0,146571.64328800002,941185.8400000001,460000.0
525,920,29.0,300925.851702,2128000.0,691200.0
526,921,54.0,275632.51503,1422740.0,860000.0
527,923,67.0,192402.30461,3223010.0,3644000.0
528,927,52.0,255095.19038,3047472.0,1370000.0
529,929,73.0,99789.77955880002,747180.0,71600.0
530,930,41.0,109820.641282,125020.0,100000.0
531,931,64.0,1225754.00802,29676000.0,2660000.0
532,932,66.0,67016.533066,328394.0,300000.0
533,933,84.0,113653.55460999999,1646240.0,110000.0
534,934,66.0,81068.386774,227280.0,232640.0
535,935,66.0,1117662.82568,6339300.0,5144000.0
536,936,75.0,4680780.561120001,138383660.0,6851200.0
537,937,26.0,65070.8917836,411714.0,16000.0
538,939,72.0,150895.290582,2046600.0,166800.0
539,943,61.0,75663.827655,402860.0,184000.0
540,944,63.0,51235.220440599995,418300.0,36000.0
541,945,56.0,486410.32063999993,490340.0,370000.0
