,user_id,age,income,net_worth,retirement_balance,current_pct,employer_cap,last_login,acct_tenure,time_online_frac,age_cohort,income_cohort,networth_cohort,balance_cohort
35,376743,73.4943454011673,250193.87710405295,7683106.8244606275,6614655.988024339,2.75,4.75,40.7,2.006847205222142,0.151,>65,50-75%,>75%,>75%
36,604369,35.7891821626574,155026.11255575207,694575.3561945799,1343896.217072071,4.0,10.0,35.9,5.589618029895078,0.241,18-40,25-50%,25-50%,50-75%
37,601832,64.05941646317355,215891.4582846104,561699.5380088483,349250.2940282973,11.75,4.5,1.8,9.0001287001657,0.131,41-65,50-75%,25-50%,25-50%
38,747610,48.15660512085336,64343.97828788677,392029.44072676735,107793.14841623513,7.25,12.5,33.1,0.18274495358004095,0.217,41-65,0-25%,25-50%,0-25%
39,663810,63.71893528454153,160574.48325547678,23562300.547570653,16228.66400784373,8.5,6.5,112.7,7.241419686527361,0.169,41-65,25-50%,>75%,0-25%
40,379254,77.89272312646222,4004778.5850730357,128401750.23529376,1607584.4647180215,11.0,7.25,24.0,22.53193024438616,0.098,>65,>75%,>75%,50-75%
41,843741,49.23053668584514,269844.05447403964,1068888.7346789145,1916513.1695018203,10.5,1.0,17.0,6.9125214406156905,0.196,41-65,50-75%,25-50%,>75%
42,855343,55.70774914414764,265620.9660197325,935259.4862260604,1725796.6176820179,6.75,3.75,18.2,1.6944233776592739,0.189,41-65,50-75%,25-50%,50-75%
43,470355,84.96060681699382,127504.34444794654,10620628.110094935,1829449.2467594664,2.25,9.5,35.0,7.881133038630825,0.082,>65,25-50%,>75%,>75%
44,529594,56.76573969321952,128052.81427229494,11269225.14305469,1214747.3460027708,4.75,4.25,15.9,0.588069391579251,0.186,41-65,25-50%,>75%,50-75%
45,863196,36.95198839931912,92873.1699178041,2148596.356383899,457285.83829698083,5.5,8.25,8.1,2.9010762760884052,0.25,18-40,0-25%,50-75%,25-50%
46,160990,73.38793834353145,1127495.0792633945,106052193.33329442,13310152.074622445,11.75,13.25,30.8,12.044392227533047,0.138,>65,>75%,>75%,>75%
47,951340,83.20382606808649,507986.5112681853,2589253.898197113,377218.64736339427,13.0,5.25,43.3,1.8565018122105128,0.097,>65,50-75%,50-75%,25-50%
48,963532,36.656985568084025,74848.74929055505,208206.37581057835,592547.8854671814,3.5,3.75,24.3,1.7145709779437148,0.261,18-40,0-25%,0-25%,50-75%
49,123270,51.38254165457656,38802.02687002839,187115.67161054965,175540.81174683708,6.75,8.25,67.2,0.8796071637779638,0.223,41-65,0-25%,0-25%,25-50%
50,712866,56.61699321285839,37610.61236654164,23338.79540259007,26308.93770697844,13.5,9.25,4.5,0.1100697507021948,0.195,41-65,0-25%,0-25%,0-25%
51,777840,50.28229200867653,58638.81262462638,172647.32783415428,61670.686525371326,7.0,4.25,10.3,5.690566707847322,0.19,41-65,0-25%,0-25%,0-25%
52,591476,37.31929250986264,191862.3140770927,138807.72140924746,209594.2062705578,10.0,9.25,3.8,1.1711902090875193,0.262,18-40,50-75%,0-25%,25-50%
53,847227,41.48652495207334,67023.29723477465,189575.54010408567,55799.400753304566,9.75,8.0,0.8,1.5288690790536599,0.224,41-65,0-25%,0-25%,0-25%
54,255267,63.05134410208304,1082709.1015080034,7829762.390389287,2504249.486954397,9.5,6.0,18.5,3.432258183919769,0.187,41-65,>75%,>75%,>75%
55,425065,42.69861435953905,5344762.328502984,123007.06312466435,598161.2450159213,6.5,6.0,26.2,0.3439304413895934,0.208,41-65,>75%,0-25%,50-75%
56,915724,58.22428862740219,526987.7351517982,7209815.34145771,3535672.9452283843,3.75,9.0,63.0,4.43832556503687,0.202,41-65,>75%,>75%,>75%
57,545846,62.08095759870599,712144.4545361007,1372771.5225653988,395302.56917345827,8.75,9.75,21.1,0.8510671268033274,0.171,41-65,>75%,50-75%,25-50%
58,990002,43.85157405396551,96427.32219806287,2189412.1358319293,3446258.163838859,10.25,11.0,6.5,4.426586850262944,0.201,41-65,25-50%,50-75%,>75%
59,922326,68.46255185489534,4375917.5228901645,23824189.687470343,4548035.980865847,3.25,1.25,0.2,6.015857168064662,0.146,>65,>75%,>75%,>75%
60,316666,69.65193593145703,1876348.1921501923,62490270.05084539,313762.77473411243,15.0,10.25,8.0,0.5616802925967244,0.15,>65,>75%,>75%,25-50%
61,404259,47.579866386360365,274856.18533890974,14125407.165448388,2383761.262712451,1.25,4.0,15.6,2.705796618821057,0.221,41-65,50-75%,>75%,>75%
62,818418,74.3694156237326,358081.6489322819,4511936.46560699,2065875.7692102098,1.75,4.0,37.3,6.029059046389648,0.114,>65,50-75%,50-75%,>75%
63,335510,48.38798438826229,4691670.428917213,2080512.4454511404,844130.7547790767,3.75,7.75,8.3,2.688308433394353,0.19,41-65,>75%,50-75%,50-75%
64,154056,41.359434222209785,214660.9529227644,313554.3235422207,353676.9329322897,6.0,12.25,23.8,0.31893601724228826,0.239,41-65,50-75%,0-25%,25-50%
65,873639,59.30916605370621,116254.73008902045,1253392.3487031865,215701.65546232086,7.75,9.75,9.5,3.862766663547244,0.17,41-65,25-50%,50-75%,25-50%
66,885648,36.8648363714159,145791.16313340413,984476.8402661438,61068.179936092725,7.25,8.5,76.4,5.428315199769084,0.253,18-40,25-50%,25-50%,0-25%
67,660807,32.437799611122635,33248.2617596822,44179.922436888046,8651.173294994249,8.0,7.75,170.1,3.7684730176510683,0.278,18-40,0-25%,0-25%,0-25%
68,536955,82.23132008569955,349401.4841220973,31624895.49513639,10796250.743710032,5.75,6.75,5.2,14.475772121471831,0.076,>65,50-75%,>75%,>75%
69,457459,43.55910373370506,1056225.7582539427,7800261.320814019,252792.0593891564,13.5,10.5,22.6,4.434986720924925,0.233,41-65,>75%,>75%,25-50%
70,969051,85.26981446842119,129640.39045638764,2843368.219325292,525731.4064546345,6.0,6.5,32.3,11.772314594880205,0.126,>65,25-50%,50-75%,50-75%
71,827444,66.47292576815012,501841.07995676604,5245359.028209392,1888341.46094689,7.0,4.5,4.1,0.750637672502687,0.152,>65,50-75%,50-75%,>75%
72,363065,75.1406306893188,177235.6263509881,5035178.294837566,1752897.764421911,4.0,6.75,2.2,0.7558995559549995,0.115,>65,25-50%,50-75%,>75%
73,990149,39.13480917681168,692512.1404170282,795144.7613684362,451140.4701835197,7.25,12.75,41.1,8.044571232511233,0.257,18-40,>75%,25-50%,25-50%
74,631914,76.82240437801009,49976.9088645852,190755.67982077316,189094.16360033726,12.0,9.75,60.8,2.7012262041801014,0.132,>65,0-25%,0-25%,25-50%
75,577785,65.91167101317974,158977.4010316753,37827926.11549942,3316246.8609877117,13.25,4.0,22.5,0.9653138650053505,0.178,41-65,25-50%,>75%,>75%
76,326483,55.99890866256315,180476.13079059395,686617.0502152483,358332.7299700116,10.25,5.0,19.2,13.141781004422448,0.183,41-65,25-50%,25-50%,25-50%
77,328291,48.25832247358152,131263.54778584992,295693.52196202055,70932.38087538695,8.25,5.25,15.4,2.172625448598377,0.183,41-65,25-50%,0-25%,0-25%
78,858372,73.28799461282813,111866.7780772078,8417795.285798581,3557320.1123805232,6.75,11.75,20.3,7.002665183790538,0.135,>65,25-50%,>75%,>75%
79,784258,41.50756645671689,49235.50522755781,19837.82467953612,15152.051782541059,10.25,3.75,67.9,6.535787345090066,0.225,41-65,0-25%,0-25%,0-25%
80,499130,63.183639091700215,126951.15183770521,1099013.3502700925,155672.46179482806,5.75,11.25,16.4,10.78139533566709,0.184,41-65,25-50%,25-50%,25-50%
81,807768,40.72015547271607,143599.83422488088,593816.2107099792,72532.57968033485,9.5,2.75,38.3,4.902249464295222,0.241,18-40,25-50%,25-50%,0-25%
82,605058,43.62863244609145,404593.00287178793,440087.93912218796,592030.0775758638,8.0,4.25,2.2,6.867492152177796,0.194,41-65,50-75%,25-50%,50-75%
83,671728,46.00162488794007,577714.2243115463,1517717.4404257229,2872932.0412620255,8.75,12.0,71.1,2.3299546520287655,0.196,41-65,>75%,50-75%,>75%
84,764319,88.30363013343892,206190.62506675534,82279199.28119507,6955899.007632457,12.0,11.25,7.8,1.594345432758435,0.11,>65,50-75%,>75%,>75%
85,607501,30.321482450088684,55446.98590483738,97087.34410877909,14574.164533196225,3.75,8.5,42.5,8.631851318086031,0.282,18-40,0-25%,0-25%,0-25%
86,220948,42.98781603153316,168472.50617160316,125059.42741557572,75679.33460246417,8.5,15.5,9.4,2.7942865271409363,0.216,41-65,25-50%,0-25%,0-25%
87,304735,63.27228030559692,252982.96198860466,2233179.841900528,557664.9769009427,14.5,4.75,3.4,16.73251336922299,0.168,41-65,50-75%,50-75%,50-75%
88,963419,53.93267212651853,123673.44822705729,2470714.121739456,419656.37400897016,6.25,7.25,17.8,5.486157840734293,0.206,41-65,25-50%,50-75%,25-50%
89,326821,74.0429032008264,176370.6922664882,5620104.949388712,398327.25348424015,8.0,5.25,22.2,4.920726491921999,0.145,>65,25-50%,50-75%,25-50%
90,643523,87.53729531100403,397623.4659758409,27881146.665631294,2654443.1793953427,7.75,3.5,0.9,0.611839510222456,0.112,>65,50-75%,>75%,>75%
91,812302,38.70154661521399,127309.02773471327,286792.19215981785,16594.658639547524,6.25,12.25,7.2,13.634196126056246,0.248,18-40,25-50%,0-25%,0-25%
92,950341,39.70799257486879,56680.27553752875,51268.22138640892,5190.240325555745,2.75,7.5,7.2,2.9549582717168197,0.238,18-40,0-25%,0-25%,0-25%
93,570456,56.3427032546589,270236.8938851508,1876102.262410958,746594.2614135959,4.0,6.75,20.6,4.371565920578419,0.184,41-65,50-75%,50-75%,50-75%
94,131729,37.08134922372174,107187.71021942566,436430.3615405363,108084.65857771141,9.25,5.0,48.3,2.6774059095785248,0.27,18-40,25-50%,25-50%,0-25%
95,336708,66.4876758566364,108587.6551943239,1107581.1961102218,2171720.6403337335,17.25,15.75,11.2,1.3832519630052493,0.111,>65,25-50%,25-50%,>75%
96,729480,64.68482543701438,440141.7108206578,10897144.5223599,1569935.2916981599,4.0,15.5,33.2,11.771588960697768,0.161,41-65,50-75%,>75%,50-75%
97,438402,46.40313901938847,224528.10619405823,373338.30238313583,604322.7958872161,5.5,11.0,59.3,4.4016300085248,0.22,41-65,50-75%,25-50%,50-75%
98,982452,67.11074171566715,87993.04837871778,502136.0886034631,107055.9969538032,9.0,5.0,18.8,0.06587833219989828,0.126,>65,0-25%,25-50%,0-25%
99,716171,26.13906822911086,113883.0908051314,261074.3652395992,11839.663130503062,8.5,8.0,4.9,3.4357249290891256,0.288,18-40,25-50%,0-25%,0-25%
100,253975,50.69860513437565,1392129.1899018856,15905236.545018353,1020297.6362747693,10.0,6.0,107.5,2.2682169736075917,0.193,41-65,>75%,>75%,50-75%
101,588073,74.24917353997476,475763.1357758781,92302238.21952824,4679446.435154811,9.0,10.25,72.9,3.9433764296364493,0.152,>65,50-75%,>75%,>75%
102,892342,59.788360979686274,64256.7227103057,527550.1349188435,338732.6249366775,5.25,7.25,19.6,10.899743165757611,0.176,41-65,0-25%,25-50%,25-50%
103,247245,70.10338974761497,5566082.621606105,244178541.58943665,5656684.626194554,10.0,8.25,28.9,2.2892007702178083,0.161,>65,>75%,>75%,>75%
104,790539,67.9852767481154,125650.95331704218,2149840.398501774,1540956.4412996555,9.25,10.75,4.6,11.969338790370005,0.179,>65,25-50%,50-75%,50-75%
105,993334,44.96732540210525,247619.1974989033,9574566.63630103,4701725.734613656,13.0,6.25,44.1,4.964757329599966,0.232,41-65,50-75%,>75%,>75%
106,585649,49.99757001141917,582622.5834573893,5158770.722889257,1032956.6568412981,7.0,10.75,6.7,0.09796073062088119,0.19,41-65,>75%,50-75%,50-75%
107,106426,51.88197854875262,110875.3666200156,363266.6786520885,70823.7798733833,8.0,6.75,8.8,13.205469724234483,0.171,41-65,25-50%,25-50%,0-25%
108,211934,29.442046263227084,189771.43632989234,307288.3672440947,17325.004551754035,13.5,9.25,26.5,4.907837802487696,0.308,18-40,50-75%,0-25%,0-25%
109,207033,24.68696155843641,35340.58179358814,20776.171083468,7828.775973833632,4.75,11.0,113.1,6.652542342619464,0.283,18-40,0-25%,0-25%,0-25%
110,889522,53.485748464841485,248349.96254142805,1556147.1651045722,391998.01153823035,11.5,5.25,7.5,0.9654502331384108,0.183,41-65,50-75%,50-75%,25-50%
111,435012,53.67723331364959,594926.649495514,2962371.1301139523,572452.4427117085,6.0,3.5,11.2,0.7675377373641293,0.2,41-65,>75%,50-75%,50-75%
112,325971,62.51187351201262,2594837.4936311226,61633654.93508914,2528799.8631891436,9.5,5.25,3.8,13.486202103899085,0.166,41-65,>75%,>75%,>75%
113,828013,52.72829318713395,98335.10084752653,1703065.1796713409,628740.297033261,8.0,3.75,10.6,5.985037314819738,0.218,41-65,25-50%,50-75%,50-75%
114,899797,55.0450659885598,95521.52001614093,455031.9333019946,36193.87156579754,4.0,9.75,7.1,0.3606323234874304,0.194,41-65,25-50%,25-50%,0-25%
115,349517,84.41888469509942,1548912.1020557408,72247737.0524895,9429934.531771205,5.75,16.5,10.8,7.070827981409877,0.104,>65,>75%,>75%,>75%
116,927184,65.25685087332904,86863.61463493515,390515.0862887166,284084.53545380663,7.75,6.75,30.5,7.0919408863356646,0.147,41-65,0-25%,25-50%,25-50%
117,275557,30.0204535557717,3055149.8464693823,3006077.3615841125,470765.57974691613,5.0,7.0,84.4,9.261060226513443,0.279,18-40,>75%,50-75%,25-50%
118,443375,73.29033394760563,28629.975097210885,103159.58718258796,749542.325450984,4.75,8.25,18.1,6.264753673353917,0.116,>65,0-25%,0-25%,50-75%
119,106647,32.950379604329264,88085.30234034413,129305.18440408166,198857.46131977107,9.25,8.75,70.9,0.820785243967117,0.274,18-40,0-25%,0-25%,25-50%
120,745427,57.46013028866194,135965.77794700838,2422941.6463645827,179101.4576990491,7.0,12.0,23.7,0.16529512288327997,0.217,41-65,25-50%,50-75%,25-50%
121,775050,38.61599162051306,90172.45834160033,482195.9802308436,700706.5864212534,7.0,9.75,14.0,0.1689637077392298,0.211,18-40,0-25%,25-50%,50-75%
122,378230,68.16739687542209,227918.9483421299,1082121.4652018829,119841.0890530546,8.0,7.25,2.3,0.14986895447352272,0.102,>65,50-75%,25-50%,25-50%
123,339223,69.16731415931281,2780315.924773112,10664568.431255776,3812284.2619434088,7.25,7.25,9.5,1.4391672690054715,0.163,>65,>75%,>75%,>75%
124,425924,43.2018327035266,3778982.1283307797,46618825.37036123,8580741.559794901,7.0,7.0,17.1,9.681653137907796,0.282,41-65,>75%,>75%,>75%
125,651638,46.77355063521163,624999.5202390748,6127983.3186923405,417752.24509315676,7.5,11.25,22.6,3.9131699930885033,0.197,41-65,>75%,>75%,25-50%
126,576114,53.45061169141447,193752.75697094543,5203545.4041780215,1546654.9522208385,6.5,2.25,36.4,4.118466759911243,0.172,41-65,50-75%,50-75%,50-75%
127,310015,67.29484069066801,147283.69375533648,422561.19959532033,128337.54270248933,13.0,6.0,22.6,9.287286323777273,0.168,>65,25-50%,25-50%,25-50%
128,154195,65.97578043511017,3003284.221192922,1467453.145657973,1026494.7148179971,14.5,7.5,79.7,0.8812410451725603,0.142,41-65,>75%,50-75%,50-75%
129,317122,67.04698626507637,78697.92989562679,396689.4947425742,56075.64373066782,3.0,8.25,58.7,1.7975667099523829,0.146,>65,0-25%,25-50%,0-25%
130,974728,63.40579399277696,204458.1142432476,555422.241131057,204913.9118489893,8.25,8.25,40.8,4.517498197740894,0.16,41-65,50-75%,25-50%,25-50%
131,660433,85.29588168287881,1255882.937054392,26932855.86447772,1563368.4307161754,12.5,16.5,134.0,17.825202888264265,0.112,>65,>75%,>75%,50-75%
132,507973,46.20647321631203,49164.5438170895,49036.19520398123,13634.599094354344,8.25,5.25,39.8,4.202543696778437,0.211,41-65,0-25%,0-25%,0-25%
133,671614,66.31499216561376,159895.07524896288,4742220.515796676,2046139.662145344,10.75,2.5,37.2,0.1960283524659489,0.164,>65,25-50%,50-75%,>75%
134,742912,32.502952780160435,4192434.985772341,10790797.756307654,1279011.014854717,7.5,7.25,17.2,7.103920473044818,0.258,18-40,>75%,>75%,50-75%
135,997521,47.82223518561565,78627.12011809034,769898.1685306026,233407.21597187742,4.0,6.5,30.6,1.4060452272665884,0.197,41-65,0-25%,25-50%,25-50%
136,522136,76.665721645947,630046.1825710691,5291263.105371994,377857.80722671986,3.5,6.5,3.6,8.236962891526495,0.12,>65,>75%,50-75%,25-50%
137,968582,40.934814017719056,134705.66255691746,583278.1279091946,566206.2522099119,9.0,13.0,59.0,2.582408054289757,0.216,18-40,25-50%,25-50%,50-75%
138,819354,41.31464942040997,2168166.214267465,2805909.9150231043,2601411.835415379,6.75,10.5,3.2,9.676884115398847,0.235,41-65,>75%,50-75%,>75%
139,574665,56.96530384549999,87114.0309759386,430361.59961235645,14721.397538744364,8.0,4.75,2.6,6.87525695973417,0.164,41-65,0-25%,25-50%,0-25%
140,288774,54.562359926019326,228173.1053127077,87348.49692730399,57016.98087771791,9.25,10.5,34.0,4.151252155074486,0.172,41-65,50-75%,0-25%,0-25%
141,770041,29.67529331409513,201306.65445102836,2732391.9775404115,261519.97597302607,5.0,6.75,27.7,0.73238088018651,0.301,18-40,50-75%,50-75%,25-50%
142,548383,65.13481335467004,193563.8401506101,20120719.85156865,1254767.70388339,7.25,12.5,12.4,0.34288598241294665,0.161,41-65,50-75%,>75%,50-75%
143,599305,71.3553108429851,297119.8923064114,3552847.8495078804,13002361.399133679,10.5,5.75,33.8,0.739376766336385,0.142,>65,50-75%,50-75%,>75%
144,319073,71.21039322313871,218997.62043360499,924632.8514554647,619194.0136522519,13.0,9.75,52.3,0.37115083585023756,0.154,>65,50-75%,25-50%,50-75%
145,203458,82.51469960263282,263105.151712709,4758293.134452033,3481877.104627626,8.0,5.25,4.9,0.582008180671284,0.1,>65,50-75%,50-75%,>75%
146,253467,57.08095903935728,208739.85287680317,509474.3331358878,275845.4241009765,11.75,3.25,69.3,1.4682924243803344,0.182,41-65,50-75%,25-50%,25-50%
147,854274,71.78941944828081,57894.23086702623,268140.6600208545,391987.3802164758,5.25,11.5,32.4,6.329366486388518,0.151,>65,0-25%,0-25%,25-50%
148,974037,34.4932737942598,190884.3506043352,253361.9404997675,37211.93124230863,3.75,6.25,21.2,3.927737834011416,0.261,18-40,50-75%,0-25%,0-25%
149,754614,68.84235020617055,191533.84758332526,179731.9115287507,36923.312106400546,2.25,2.25,36.4,0.162900445716452,0.127,>65,50-75%,0-25%,0-25%
150,565034,65.63746384345659,2829057.1104904707,51679593.58052532,6550643.294552727,9.5,7.75,32.5,0.4624915031920571,0.178,41-65,>75%,>75%,>75%
151,479592,51.7548537819141,1111199.8417642473,4220701.070129786,2556181.5390609433,5.5,13.0,76.1,17.12970581308203,0.191,41-65,>75%,50-75%,>75%
152,611865,61.104196540410506,450699.5387687795,5908387.516857124,300517.5319560609,6.5,11.5,27.2,4.2711283798196025,0.152,41-65,50-75%,>75%,25-50%
153,598136,77.60160302561857,136046.7472217116,870619.7961201282,766987.8032320627,4.5,12.5,10.9,1.1661476988944235,0.105,>65,25-50%,25-50%,50-75%
154,196532,72.00369313068538,184566.16674097048,2044780.40807913,349496.5855795509,4.5,6.5,3.3,1.462903766061714,0.133,>65,50-75%,50-75%,25-50%
155,989044,55.105296003301696,48775.77900933997,136306.32891824917,115274.00557445423,5.0,14.0,60.4,6.965994938839267,0.227,41-65,0-25%,0-25%,0-25%
156,176277,38.3715630848202,104137.68547085657,274037.27414367656,26386.31925296431,11.0,7.5,12.6,1.101002740036519,0.219,18-40,25-50%,0-25%,0-25%
157,428094,56.3887069362687,204542.90035756503,91958125.26040477,3701772.694637087,5.75,9.75,47.8,4.481366516090549,0.192,41-65,50-75%,>75%,>75%
158,568505,68.2304320441472,66740.32468108798,389106.4596084848,4650.315890559617,10.0,8.25,70.1,17.720550419942025,0.108,>65,0-25%,25-50%,0-25%
159,467421,37.76202293443186,124630.2743425387,290005.50511344895,14237.08751618975,2.5,6.5,8.3,8.89690871363956,0.246,18-40,25-50%,0-25%,0-25%
160,844077,76.40239824915056,81865.67157411342,428907.14641163545,149557.09236300425,7.0,5.75,36.4,1.4708357050055014,0.147,>65,0-25%,25-50%,25-50%
161,921468,31.53797050498425,293367.54616077844,901370.1937265743,59258.9142959543,6.0,5.25,13.3,3.122889085050085,0.26,18-40,50-75%,25-50%,0-25%
162,753481,64.18137363143431,139040.55288423583,983571.2775643581,213853.282498224,1.5,11.0,21.8,4.896259298914995,0.152,41-65,25-50%,25-50%,25-50%
163,326065,75.53420979456843,144428.74497514547,5683334.957281084,2022527.5097073582,5.5,5.75,51.5,8.969864341158598,0.135,>65,25-50%,50-75%,>75%
164,598049,32.82395695907967,2090577.1231503403,4324072.804995424,3807695.303872166,3.75,8.25,6.2,0.8218102459359924,0.275,18-40,>75%,50-75%,>75%
165,898343,65.67034442526396,93861.28989255051,497402.0657686757,1254122.5364330863,8.75,9.5,59.5,0.25676115895342183,0.174,41-65,0-25%,25-50%,50-75%
166,650630,35.05035228774977,433907.8432963337,3377937.123173898,394230.5042251575,11.5,12.75,13.3,0.3868973554123692,0.295,18-40,50-75%,50-75%,25-50%
167,307634,67.29262604042628,243664.3109749084,168856789.60507637,10077946.934398558,15.0,8.5,23.1,3.3940552351604896,0.16,>65,50-75%,>75%,>75%
168,651899,66.30167181814075,310972.6041239899,3446030.083735434,861203.590403041,5.25,5.0,12.6,4.6952307145330865,0.146,>65,50-75%,50-75%,50-75%
169,678760,40.80198033824232,399319.540649795,970286.0904668169,335687.2809561219,3.75,7.25,27.0,4.21095269355789,0.234,18-40,50-75%,25-50%,25-50%
170,649283,58.52935497842939,786132.9969403583,37975230.93848606,1622206.5997407169,11.5,6.0,13.8,1.9460573600629179,0.181,41-65,>75%,>75%,50-75%
171,821973,52.1132669190936,210399.35028486978,169133.15502298568,219265.41648755415,5.5,4.0,58.5,22.072270548489314,0.204,41-65,50-75%,0-25%,25-50%
172,720784,65.43965683189127,475623.99739273975,546810.8721827428,45794.837544828646,7.0,5.5,0.9,4.336413614350419,0.161,41-65,50-75%,25-50%,0-25%
