,age,income,net_worth,retirement_balance
99,69.0,5.800587950561592,5.692906157205048,4.186422351806386
100,81.0,5.481352039097446,7.687010413786907,6.865492413200495
101,83.0,5.829547919751128,6.229011688339314,6.138380223820685
102,51.0,4.322878620181937,5.123860921917877,5.7764220777901
103,76.0,5.207183098570128,6.737217778938013,4.0353069898183005
104,58.0,4.354316393049861,5.611914892254561,5.774082812585788
105,62.0,4.356513711545495,6.040593205392047,5.138274277120241
106,70.0,6.167069312311166,5.984122988625435,6.5527747807064305
107,59.0,5.426140025481516,5.2165623639825345,4.651060677281806
108,58.0,4.9196899381567025,7.6669993425728284,5.5869106710435945
109,68.0,5.208012293209847,5.865435758493826,6.952513442093576
110,37.0,5.028973229707608,6.588798759324223,4.458001581272119
111,87.0,4.502765079232435,5.330646888230664,5.145874379595705
112,62.0,4.690369041456927,5.507269918469662,6.455767762179493
113,75.0,5.99848432433474,6.800198193664367,6.075731087013697
114,78.0,6.368809112849209,7.873172707620055,7.11969107141822
115,29.0,5.112837548431666,7.072983537316414,5.3391952732183645
116,51.0,4.436432236044185,5.961521631525418,5.886886803772477
117,54.0,4.834619749602607,7.173514159133299,5.222671711363266
118,77.0,4.74097974032324,4.2576227422191835,7.124001144812171
119,58.0,4.636044480415754,5.274240762576795,4.780432155884176
120,76.0,5.941269576875112,6.652723551648291,5.647953222234456
121,61.0,7.09430887388185,6.636920874767291,6.996411677081276
122,46.0,5.088459539390042,6.241972187677004,5.442590491088967
123,54.0,4.193559332452024,4.750508537910331,4.849354535778558
124,41.0,4.236465822202081,4.596485852311057,3.3599351729746605
125,87.0,6.9091862367813475,9.35199037094829,6.540038642778921
126,58.0,5.731588329507877,6.593145934573926,5.05921972547845
127,69.0,4.770409850680232,7.838241815547656,5.834444331584784
128,47.0,5.118171453935417,5.367415180632349,4.643921506930539
129,49.0,4.9003240600484705,7.375115495192335,6.508752737569381
130,45.0,5.173586553375442,5.817122389991148,6.457552678899065
131,59.0,4.884619983055987,6.254195351647052,5.35439294254644
132,81.0,4.781627428594444,4.252357359277168,4.63826210144737
133,78.0,4.43012571587213,8.543588844881924,7.1842807779322495
134,60.0,5.445436164299779,5.865588961822234,5.408514643546679
135,92.0,4.410711018010022,5.637641683634441,5.338780647408652
136,91.0,5.842391615899903,8.352226433080666,4.898973126255409
137,45.0,4.281299654372093,5.0018103420275555,5.724231236220699
138,49.0,4.781603618497666,5.063842443776261,3.7863711494974597
139,86.0,5.922666706426791,6.34153845909815,5.561546900797672
140,59.0,5.341921891028294,8.074974402397588,6.3271014920781745
141,81.0,4.293538207388473,6.206511624540766,6.866447349706327
142,56.0,5.697844883790521,3.9733206688601896,4.192455594668622
143,72.0,4.905420312910589,6.61176331796939,5.69129684383008
144,57.0,4.7766984313395815,4.694405972347009,5.595867167935024
145,27.0,5.632198522615849,7.838278070169373,5.657047339576511
146,78.0,5.55333857833347,7.795106978278357,5.637717923227485
147,64.0,6.2820429060923155,7.024362675164425,5.90875837236379
148,46.0,4.23018325535665,7.524298253580204,5.810700361759591
149,79.0,6.956015847833556,8.327388763562059,6.123538532237731
150,65.0,6.2721393292390095,6.729223651125859,5.703494048497887
151,63.0,4.72383478154641,6.26229192769008,4.869370638893713
152,56.0,4.787135813111068,5.886153171017429,5.684045467153876
153,79.0,4.87126390542355,7.942124311282907,5.792220048363993
154,53.0,4.634066717092664,8.133549120395301,6.278640900280519
155,91.0,5.525526263252541,9.35199037094829,7.162055779059049
156,55.0,4.46539809355722,5.269170345967754,4.573693296386667
157,81.0,5.101652725907349,7.2299456860789135,6.268272838196569
158,84.0,6.775292927105564,8.454105995047689,5.6076690048926325
159,36.0,4.746637855835309,6.529494528551656,5.751233117454522
160,80.0,5.173642929583442,6.705985288246224,5.237988685940505
161,68.0,5.233936925828056,6.099735629602119,5.846133060962227
162,69.0,5.076523010641309,5.803190749188957,5.185723607318483
163,30.0,5.287782010866095,7.039239571286223,3.9670565932859114
164,62.0,4.777790057482986,4.358228369388526,2.8562230220582467
165,83.0,5.3446859129297914,6.802158402486532,6.662228799448515
166,82.0,5.872833339328437,6.975114088254775,4.291540946272323
167,61.0,4.901009383099069,6.218560949218174,4.448649986658074
168,95.0,4.935140657741841,6.509476496427788,6.606454038174878
169,65.0,5.134499091491918,4.359504483406995,4.705328379472878
170,62.0,6.770795528130721,8.544963481677494,6.112204889598907
171,69.0,4.8187505205931735,5.0010849848772665,5.686612599485395
172,74.0,4.939466254790273,5.3344141029681085,4.989740314522934
173,81.0,5.304337944250317,6.791265005670146,6.07416978264899
174,85.0,6.595905782085422,6.110655069365513,5.572975113555944
175,42.0,4.982611863213688,7.785981477491876,5.299605379744631
176,64.0,6.65473852185836,8.517039918942125,5.910240740839551
177,74.0,5.042251065515834,6.605935139226313,6.567846975087562
178,79.0,4.856778555852109,8.34222575142185,6.491862809679018
179,89.0,5.95414506848048,5.994083802646388,5.506439968153706
180,65.0,4.972524283334381,8.164851064516355,5.947286731041532
181,73.0,4.806409594062293,8.217095639421764,6.2338327192774425
182,44.0,4.912807878607223,5.840156082623634,5.296968318909208
183,75.0,4.921493693713932,5.941106278157699,6.118566150494665
184,58.0,5.05906014365329,5.75925626681461,4.181743633552475
185,74.0,5.211062555131015,8.180483876457071,6.365758786974494
186,72.0,5.064838637372774,6.5129701485824025,5.4386486359042125
187,51.0,5.679753842558382,6.113730338578834,7.060458728431741
188,73.0,4.865573741719514,5.859117848080557,6.857582705742272
189,69.0,5.452811813596084,5.842946770544269,4.10838665712555
190,58.0,5.496165501682974,6.221463709238037,4.744057016192327
191,66.0,4.774499685837255,8.079580963246531,6.22146771502738
192,47.0,4.778482461515991,7.214960517547713,5.515642110364957
193,73.0,5.101455765007436,6.630955541735969,6.9367955232077705
194,45.0,5.471346550227086,6.225441797486655,5.9294841190876255
195,60.0,5.792770050874815,6.739102147586542,5.33271538534018
196,81.0,4.808106576830461,5.220247694564751,2.152424202624921
197,46.0,4.377516531950945,5.383223933847553,5.393417903808627
198,41.0,4.492015845534115,6.1511883708585815,5.5010791021952885
199,68.0,5.197388168483278,9.35199037094829,6.288532040115536
200,57.0,6.1390434496628705,5.942457405233232,4.759035748156396
201,95.0,7.791646814495363,7.322644387969153,6.0563522741795195
202,64.0,4.555700628406385,7.634193791522744,5.316960610185989
203,53.0,4.763982119880191,5.173248995634774,5.180206845205253
204,46.0,5.276561186790125,6.851966759770609,6.78646444252598
205,74.0,4.983996317157665,7.888987774147487,6.287560772911873
206,75.0,6.860413622175216,6.462187072391398,7.535793752812409
207,50.0,5.306733360235037,5.633684266024975,5.192689338829401
208,43.0,6.5944660246660805,5.296629880827767,4.179629166520542
209,88.0,6.136391416287312,8.63552183591505,7.36935610262846
210,82.0,4.952472061996521,7.258158413126439,6.155153425195535
211,74.0,4.979705785825771,8.239590914829627,5.344291448235215
212,68.0,7.363951741461891,8.342160664862837,4.947408167748938
213,64.0,6.337304579148278,8.998413089192471,5.564361954713956
214,88.0,4.967881931147132,7.818178763795165,7.1468316438774835
215,84.0,5.0707833858660205,8.280413320418905,5.942779130093522
216,65.0,5.042356851965389,5.896750323505186,5.999544150360296
217,62.0,4.955092223448495,4.979415160769118,3.613545874821063
218,46.0,5.447427346216511,9.096504122917665,6.055824154244808
219,68.0,5.563610264595332,8.93407371928668,6.128278163831474
220,67.0,5.968330747678575,5.585810122834697,5.306294935573266
221,91.0,4.885997494700874,8.237867230371567,5.816472866889587
222,46.0,4.491768769518215,5.379978696938859,5.4052704206314255
223,79.0,4.323586551406811,3.5573998308897545,4.334800842524403
224,63.0,4.695839764253165,4.05792580207256,5.634096113255549
225,50.0,5.849857710664768,6.23129052545309,6.232681798857746
226,55.0,4.825807414172629,6.832360742563374,5.885183920032258
227,66.0,6.279573521875899,4.695137331310686,7.026960616904738
228,59.0,4.9436721947365605,6.430460679427398,5.887848945708306
229,66.0,4.883316127890469,4.3291507584460485,5.886728855154169
230,55.0,4.569564002636645,4.963178410439896,4.650545942091467
231,60.0,4.459089772638625,6.8242452086356025,4.925099358398089
232,72.0,4.433026387669295,4.9460420181056906,5.226576614322731
233,34.0,5.783933268135031,7.215545770956123,5.399789576142936
234,74.0,5.558950390209037,9.35199037094829,5.071590968027813
235,18.0,5.11814929312382,6.12765847045859,6.352036534092834
236,49.0,4.750658905872118,7.277908340117918,5.181604850311852
237,47.0,4.936392676676903,7.558981675175235,7.240969342416918
238,41.0,4.548573319138968,3.7048602812002693,5.657887299242549
239,44.0,5.227993101350442,6.7853654487750745,6.208064469371637
240,46.0,5.852373444267667,5.030354825666464,4.881042923197589
241,83.0,6.3532982877983235,6.543215326067516,6.267243002553842
242,77.0,5.051172474583694,8.469990866928445,5.907251599348929
243,63.0,4.632215855436156,4.704038546786529,5.814600755784549
244,53.0,5.0839713176997625,4.919500863744912,3.724394126147304
245,73.0,6.541616550444414,7.677597759104087,7.022642522522868
246,79.0,4.702620832103172,5.941805573965809,4.920938687058388
247,75.0,4.806767195144161,6.768315605794734,5.419189469027171
248,77.0,6.39798871105039,7.321207487235564,5.871653553902174
249,61.0,4.848481017071034,3.3865593685020245,4.828829861965161
250,59.0,4.674656937146363,6.102042370042552,4.213706839411199
251,86.0,5.714303070924918,5.788124118617976,6.159110419404883
252,77.0,6.358880632446243,6.951128551987185,5.39113483197468
253,68.0,5.061619802931592,7.2227756576220195,4.823020510104656
254,42.0,4.8465259799413865,6.231110801696794,3.735044403140126
255,53.0,5.919223683583142,5.956122055130715,5.165021294119101
256,62.0,4.763667176105523,6.726511118619249,5.503479733698979
257,69.0,6.073936089110794,8.362759997998687,4.754839559840333
258,54.0,5.41663120741595,4.148643787183607,6.115425611401456
259,79.0,6.145128742184518,4.475702760904482,6.6787346507637615
260,67.0,5.005888222191147,4.064235366206709,6.708793029184781
261,83.0,4.742559250779231,5.084665621670306,6.0847344971484665
262,56.0,5.406137001815269,8.168720237057922,6.398348829503145
263,95.0,4.726832480914782,6.01683356075873,6.831529628643505
264,46.0,6.452446016836919,5.276661079647406,6.335006117336588
265,55.0,4.7859569017249735,5.337330606984484,5.745807220885613
266,60.0,6.382999781391903,8.13292133549513,5.934669189274638
267,62.0,7.279192950026991,5.51136736771665,5.810199492144539
268,85.0,6.667882146194031,6.9363394673810195,5.522334937703493
269,55.0,5.637169719666307,6.2738462736966705,6.518139676084473
270,62.0,4.920936684336927,5.993761075167158,5.027929012147996
271,83.0,6.307781164485607,8.474922347783316,7.048396037736553
272,52.0,4.372055037575292,6.210636732428753,2.9788318721651814
273,88.0,6.247525386278992,8.56000227175379,4.8077434633121445
274,30.0,4.473121631374917,4.9012508713055185,3.9231128031426454
275,29.0,6.727507278170465,7.004722015913321,6.022605600880856
276,66.0,4.637141033129883,7.206763000042697,3.7385873305189
277,88.0,6.066047541813339,6.42931169294399,6.5629258507386385
278,30.0,4.622095997509229,8.744127958943327,5.699443622451491
279,76.0,4.396704726657115,5.9180154846990956,6.056070297499547
280,80.0,6.342457356998126,7.257837871328018,5.623723885837154
281,50.0,4.964634251846712,5.473445348406404,5.479067144178029
282,61.0,6.330571776443174,5.216147496996174,4.932516181128193
283,83.0,4.981806025395878,6.058983692619758,5.184224054931555
284,61.0,6.0453649453961535,5.253549048777359,3.819681701699936
285,72.0,4.406368568692079,6.534462230960255,5.546691873825379
286,38.0,4.369036357756511,4.203831707799467,5.923185836232644
287,44.0,5.313394038633927,6.307241271302911,5.885512805939715
288,93.0,6.057622685484042,8.353875846602675,6.25250786854493
289,42.0,5.380680422392719,7.707429188057115,4.603415564035271
290,76.0,5.146832046590517,8.004424701261478,6.4333918358731035
291,81.0,4.4842401200430935,6.53670492268857,6.986807331346004
292,26.0,5.111503434836518,8.52519979066993,5.831512079513209
293,68.0,5.774989028959153,6.026678328215932,5.637861313408577
294,52.0,5.711783871158169,6.01379328130846,6.395817085905142
295,80.0,4.609964709961928,8.31153022246377,3.6397240953041035
296,59.0,5.344647723512592,6.904956637493434,5.95256420183207
297,64.0,5.132208592089587,6.838728284263348,4.598013854001465
298,69.0,4.62749589489535,6.520917466531502,6.7620672825938835
299,73.0,4.807859959495285,5.570247977924302,5.517327082116318
300,76.0,5.937308936907665,5.718180425219384,5.6572218135943935
301,74.0,4.982124150791362,5.530384309166573,5.9239135464677215
302,39.0,5.851257969490256,4.431255377955684,4.599069325853928
303,58.0,6.022081345250019,6.774846348602775,5.1967823674673985
304,75.0,5.8275625191102645,8.30922768273193,6.206922145070296
305,64.0,5.109277018807218,9.111034631523763,6.437837380305658
306,53.0,4.888706131779054,5.20737040753842,4.584062673849439
307,79.0,4.654299191718619,7.158349932871154,6.577500744531287
308,76.0,4.297091046336573,5.413553340331134,5.358293272120369
309,30.0,4.370324205728708,4.7505818985316255,3.3528651702504524
310,61.0,4.823160816288566,5.848705701103014,5.221339405384455
311,75.0,5.2157042772159805,6.18280209575085,6.813597433172215
312,64.0,6.404111055131076,5.328069810428542,3.951867766819996
313,87.0,6.094911979766536,8.916121203706268,6.999557190036773
314,60.0,4.899574473818716,4.606444226542288,5.515117298443416
315,37.0,4.14776452519181,3.7562719444205177,5.401365653328509
316,35.0,4.8511361289195705,8.124737055243678,5.313845494831878
317,61.0,4.223089808946387,6.900320545210552,5.77168825750563
318,31.0,4.654819203700745,4.975989773728793,4.294043708063781
319,65.0,6.251224845127048,8.755725419093274,6.52753588735418
320,78.0,5.057506209811956,6.225403511683455,6.014262594882299
321,61.0,5.713655968897974,6.491936243903791,5.496975055544296
322,64.0,5.482967250177566,4.958827270943086,4.201030733868246
323,54.0,5.232855026552797,5.088201816347531,5.655181565993598
324,78.0,4.837599633443932,4.198657154825076,6.0292679113710355
325,43.0,4.911074597589216,5.653844940692739,5.256482480866679
326,59.0,4.733056761332095,6.063101816895643,4.8381884767695365
327,93.0,5.940340040827385,6.39923462335054,6.684881266302488
328,58.0,4.897448127670815,6.0454346810283255,5.304534567835231
329,27.0,4.5054773772623085,4.005484180040909,5.344577022579793
330,66.0,5.091287413335409,6.852249915194069,5.7891029729304275
331,43.0,4.597386393447335,5.282592196097037,5.064675822764441
332,51.0,5.414445332074521,8.309005380951893,6.972056050775166
333,43.0,4.799400702369367,5.674619714033005,5.842430110172579
334,49.0,5.6047212086945395,5.302325627207683,5.810344594030093
335,84.0,6.816371363239117,6.01475829651346,4.716367075659497
336,36.0,5.336252439282582,6.082508765469334,6.284489018741713
337,35.0,4.50317072287295,9.146182729954301,6.165814873780768
338,89.0,5.061649328379586,6.0275269869499875,5.700698681718142
339,68.0,5.293533033294665,9.200296481473238,5.959102725131724
340,60.0,5.1129146457362955,8.299358660641772,5.019411546882299
341,46.0,4.780428711774622,7.745576686110853,4.187794893714649
342,66.0,5.630017659763317,6.009174220044029,6.372745640383719
343,51.0,5.5616145198509574,6.133469332583963,5.834873545076607
344,69.0,4.499756303574022,5.5565704163603735,5.131501838270007
345,83.0,4.825387050278554,6.1807772879406215,5.77472885960228
346,55.0,4.657962929472534,8.690325043457399,6.373088619988349
347,71.0,6.356486826599109,6.727433699781674,5.420530663379947
348,69.0,5.839608991324529,8.981116352512757,4.938436861498602
349,78.0,4.774180766829659,7.062876899651725,6.917802018598167
350,72.0,4.813520996973437,7.587683166982175,4.8548845559719
351,43.0,4.7710762118411,7.6829772973167465,5.498038321090162
352,59.0,4.830877537447786,5.115095397294876,2.9629293848909075
353,46.0,4.627390534234555,6.609855031734044,5.702697222189946
354,72.0,5.182130772934894,6.636881884942968,7.034317690306843
355,89.0,5.544692826580883,7.13763496411086,7.491211271920772
356,67.0,6.34500554411854,7.167364930778071,5.171926546155013
357,70.0,5.804471630585643,7.951102930220956,6.256073976995457
358,66.0,5.792739858579386,8.32055664168015,6.561395662418425
359,56.0,4.878250956257803,7.103039523419557,6.238233177742301
360,46.0,5.274379263819158,7.723447786931122,6.689871505451539
361,80.0,4.809189165264813,6.795528027225673,6.29512536622793
362,51.0,4.461021565960406,3.383934957885708,5.047501552227203
363,44.0,4.548769124842988,6.001559900278168,3.3638474784563903
364,35.0,4.706204470612384,5.9826563173163425,5.745912828766437
365,78.0,4.83601299931889,6.512518299029919,5.587281803956939
366,62.0,4.902687064214008,4.716189822177316,3.1421571403579045
367,67.0,4.614445409047293,6.285180632070639,5.9773314617048765
368,54.0,4.289944189104391,4.679841530541248,4.689045661729258
369,56.0,5.020754667438482,6.766175790738216,6.3948813401872915
370,62.0,4.937374336240588,5.105702741884867,4.3788487733866255
371,80.0,6.114698828892347,5.855490543106292,7.3409496477979115
372,93.0,4.794363243439443,4.954330790380432,6.320462370678365
373,71.0,4.764525707500979,7.129191208059265,4.214289326268283
374,66.0,6.2464556326092575,7.534788615906299,5.139160338251189
375,79.0,5.403967678216006,7.050413646572834,4.57470536066393
376,84.0,4.550284028352464,7.953781540836771,5.330880429493336
377,94.0,4.615327086625242,7.648003194585577,5.844130824778444
378,52.0,4.441401616969029,4.331399536807259,3.3039215528148693
379,47.0,5.1500988896139965,6.161683411206839,6.297654653419481
380,93.0,5.267554536359631,7.695092168423526,6.695520463368848
381,81.0,5.068782697000889,5.6875519946135284,4.873274609529276
382,84.0,5.771665958250125,6.0995736620054295,6.755922367179114
383,57.0,5.755404386130339,6.6477644308196915,6.55991735112291
384,57.0,6.177345830158684,7.241734427088194,6.437676764765083
385,44.0,4.8329395927950705,6.994584565110692,5.931102897974144
386,78.0,5.358960182667358,7.296969490257732,5.64417917709334
387,48.0,5.5504371550740474,6.997197394894963,6.230291566448178
388,84.0,5.075574034048187,7.097928924574818,6.169639741619489
389,43.0,4.883374512000593,8.053407640898353,5.251795728593861
390,62.0,4.35756527957246,6.3605371571152505,4.643513697265354
391,76.0,4.273920330954435,5.090377579906583,5.2552563397219085
392,53.0,4.604765377101495,4.734713130375432,4.990897335999106
393,40.0,4.664609518929949,4.640937061230533,4.626003508598222
394,57.0,5.001195196401662,8.786902022292189,4.798055317398006
395,41.0,5.058527895639253,4.851378331945644,3.18131983107678
396,30.0,4.9666851220980845,5.102375751014201,5.249979022182092
397,87.0,5.309376655698349,6.949666402229937,6.196033508180361
398,74.0,5.061455356116115,5.194159573857132,5.098975124270025
399,50.0,4.927864496431776,5.098770542413225,5.727748621659924
400,70.0,7.789028594525935,8.137285531219517,5.952372478328064
401,32.0,5.112693085959111,5.076268009522472,3.6681834182133684
402,73.0,5.22851969618328,5.638762600602545,6.4530494582645295
403,42.0,4.889943792521033,4.929744044005787,5.780862785605391
404,58.0,4.924219958147105,6.389047245363152,5.706480380272451
405,45.0,4.683054565744511,8.844268837989201,5.510086321055522
406,36.0,5.648785847698745,4.6148732561165025,4.107872630151844
407,39.0,5.947889524918866,6.046454559118382,5.175600544843559
408,67.0,4.631482235708602,8.101782354370254,6.387575635910209
409,77.0,5.105685737099506,5.79477189576345,5.147689641742222
410,47.0,4.841316607069581,5.045413735215068,5.488088452002158
411,72.0,4.685124269070217,5.863453353820059,7.2008596208387345
412,81.0,5.583757512560739,8.307129047074795,5.799981146280044
413,75.0,7.161889909726181,7.579021871921787,6.638656798118936
414,45.0,4.769255011537986,5.039560324244377,5.281268180068281
415,66.0,4.90021182342388,7.220299583597046,7.1086469575362825
416,71.0,5.10734153905148,7.532816031418237,5.6837055865043
417,33.0,5.72939239580522,5.2799976103938295,2.3680460608287053
418,64.0,4.778964815779779,4.128570807826991,4.356400593892518
419,51.0,5.3961146631640045,4.016014673478159,5.1318254523055336
420,64.0,5.452708433214899,5.430026217727406,5.999840935113103
421,51.0,6.254470931309921,6.098805941686851,6.119262940347384
422,68.0,5.2334197887956035,5.772586597142169,4.827516050456527
423,77.0,5.270816605705961,5.915222666015467,6.779887652723946
424,32.0,4.863719244593575,4.598811492240554,4.999590603361266
425,36.0,4.9344337649191585,8.272641908912238,5.377705951939973
426,30.0,4.952588171799506,4.859282627756012,6.384561624334358
427,73.0,4.506641440983532,4.710214402077654,5.694009559349722
428,80.0,5.301632211105909,6.563452702531273,5.681106488376895
429,83.0,6.281606805749984,6.189567160030551,5.805943700441105
430,69.0,5.25536032493929,5.182982888505583,5.360142156596812
431,55.0,5.1163246311215715,7.376629666102267,5.966400119946406
432,59.0,4.350705998165164,6.660523313220412,5.429190422471834
433,53.0,5.467462260841955,4.924544835836709,4.8146134383888555
434,69.0,4.585384859447307,6.074947028172583,5.353968902185307
435,63.0,6.395444704375073,6.763712484594021,5.865209934985909
436,69.0,6.061604146985088,8.435574300131808,6.692093419381028
437,30.0,5.255805741766724,7.749125516518423,5.945811605068761
438,74.0,6.0301612916053715,6.841615498365422,5.89464818486265
439,53.0,5.110428505493411,6.269656486030199,6.156864790914052
440,86.0,4.8313947569480185,6.109778445406902,4.395604742390943
441,41.0,4.510094334658417,4.887951012883319,4.455967262258452
442,46.0,5.477202341201527,8.670980775512493,7.105782997034508
443,30.0,4.4284396734886045,7.05949942300316,5.136386238280215
444,53.0,4.3706493240243445,3.7003354310332988,4.732391777542033
445,65.0,5.192238222920954,8.530560241060043,5.621627682132727
446,70.0,5.0937384958262815,6.598662248675866,5.45439265778388
447,57.0,4.608921534093369,5.837836083303955,5.466876987563136
448,69.0,4.433318507441174,5.317023761747031,4.932777194277463
449,81.0,6.105593042386818,7.756911642167538,5.883598880768746
450,76.0,5.775836829895812,6.458387138995105,7.109811958446958
451,20.0,6.2961656765612215,4.886648643745838,5.740022887927424
452,63.0,6.000253491699906,5.5231970191705075,5.353428825218732
453,83.0,4.938829367051114,9.184697077162532,6.165861618672087
454,40.0,4.936040481019939,7.267791695806336,5.479926014668475
455,84.0,5.380854805671873,8.569518386474455,6.764271457419858
456,77.0,5.019320132989017,7.743069162401388,5.611883758311522
457,64.0,5.5789809789570635,6.400315629864444,5.772124569811187
458,38.0,5.536272127853791,9.033620437535879,6.501509366891666
